Name;Latitude;Longitude;Address;Rating;Reviews;Ratings Total;Postal Code;Street Number;Route;Locality;Admin Area Level 1;Admin Area Level 2;Country;Phone Number;Website;Opening Hours
E-Flux Charging Station;52.1022427;6.498147700000001;N/A;0;[];0;7271 RS;51;Ruurloseweg;Borculo;Gelderland;Berkelland;Netherlands;020 763 0620;https://www.e-flux.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;52.117638;6.522871299999999;N/A;0;[];0;7271 CA;7;Spoorstraat;Borculo;Gelderland;Berkelland;Netherlands;088 775 5450;https://evbox.com;N/A
Shell Recharge Charging Station;52.1106079;6.5244242;N/A;0;[];0;7271 BT;10;Haarloseweg;Borculo;Gelderland;Berkelland;Netherlands;088 010 9500;https://shellrecharge.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Robo Charge Charging Station;52.1078912;6.5209107;N/A;0;[];0;7271 NA;6;Hambroekweg;Borculo;Gelderland;Berkelland;Netherlands;0418 225 010;https://robo-charge.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Eneco Charging Station;52.1164762;6.5270088;N/A;0;[];0;7271 AX;1;Marktstraat;Borculo;Gelderland;Berkelland;Netherlands;N/A;https://eneco.be/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Eneco Charging Station;52.1255111;6.533671699999999;N/A;0;[];0;7271 LH;20;Korenbree;Borculo;Gelderland;Berkelland;Netherlands;N/A;https://www.eneco-emobility.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.1167245;6.525828;N/A;0;[];0;7271 AX;2;Marktstraat;Borculo;Gelderland;Berkelland;Netherlands;088 033 3033;https://www.allego.eu/nl-nl;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;52.1166036;6.530150099999999;N/A;0;[];0;7271 AB;N/A;N/A;Borculo;Gelderland;Berkelland;Netherlands;088 775 5444;https://evbox.com;N/A
E-Flux Charging Station;52.1078017;6.5148359;N/A;0;[];0;7271 RD;2;Tedinkweide;Borculo;Gelderland;Berkelland;Netherlands;020 763 0620;https://www.e-flux.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
E-Flux Charging Station;52.1126916;6.516767199999999;N/A;0;[];0;7271 DD;70;Burgemeester Bloemersstraat;Borculo;Gelderland;Berkelland;Netherlands;020 763 0620;https://www.e-flux.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
