Name;Latitude;Longitude;Address;Rating;Reviews;Ratings Total;Postal Code;Street Number;Route;Locality;Admin Area Level 1;Admin Area Level 2;Country;Phone Number;Website;Opening Hours
Threeforce Charging Station;52.2445846;4.8317994;N/A;0;[];0;1421 AC;113;Marktplein;Uithoorn;Noord-Holland;Uithoorn;Netherlands;023 531 9136;N/A;N/A
Last Mile Solutions Charging Station;52.2403401;4.835239500000001;N/A;0;[];0;1422 CB;73;Wiegerbruinlaan;Uithoorn;Noord-Holland;Uithoorn;Netherlands;010 436 5065;https://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Electricea Charging Station;52.237342;4.83564;N/A;0;[];0;1422 AD;8;Amsterdamseweg;Uithoorn;Noord-Holland;Uithoorn;Netherlands;010 436 5065;https://www.electricea.com;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;52.25359049999999;4.8247032;N/A;0;[];0;1187 ZM;23;Zijdelweg;Amstelveen;Noord-Holland;Amstelveen;Netherlands;N/A;N/A;N/A
Eneco Charging Station;52.2434964;4.8428585;N/A;0;[];0;1422 AC;N/A;Amsterdamseweg;Uithoorn;Noord-Holland;Uithoorn;Netherlands;N/A;https://www.eneco-emobility.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
E-Flux Charging Station;52.2419379;4.8377934;N/A;0;[];0;1422 AL;N/A;Anton Philipsweg;Uithoorn;Noord-Holland;Uithoorn;Netherlands;020 763 0620;https://www.e-flux.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;52.250008;4.800044;N/A;0;[];0;1424 NV;1C;Noorddammerweg;De Kwakel;Noord-Holland;Uithoorn;Netherlands;088 775 5450;https://evbox.com;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;52.2365596;4.8413604;N/A;0;[];0;1422 XS;10;J.A. van Seumerenlaan;Uithoorn;Noord-Holland;Uithoorn;Netherlands;088 775 5444;https://evbox.com;N/A
EVBox Charging Station;52.2398432;4.830763699999999;N/A;0;[];0;1422 AJ;16;Industrieweg;Uithoorn;Noord-Holland;Uithoorn;Netherlands;088 775 5450;https://evbox.com;N/A
E-Flux Charging Station;52.245503;4.8297845;N/A;0;[];0;1422 GG;2;Van Eerbeeklaan;Uithoorn;Noord-Holland;Uithoorn;Netherlands;020 763 0620;https://www.e-flux.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.247725;4.832806;N/A;0;[];0;1422 LE;100D;Arthur van Schendellaan;Uithoorn;Noord-Holland;Uithoorn;Netherlands;088 033 3033;https://www.allego.eu/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;52.2462393;4.817870699999999;N/A;0;[];0;1422 MT;55;Weegbree;Uithoorn;Noord-Holland;Uithoorn;Netherlands;088 775 5444;https://evbox.com;N/A
Allego Charging Station;52.245866;4.836024999999999;N/A;0;[];0;1422 LG;124;Arthur van Schendellaan;Uithoorn;Noord-Holland;Uithoorn;Netherlands;088 033 3033;https://www.allego.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.247631;4.828716;N/A;1;[];1;1422 GW;9;Anna Blamanlaan;Uithoorn;Noord-Holland;Uithoorn;Netherlands;0800 3745337;https://www.allego.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.2462779;4.8304029;N/A;0;[];0;1422 GK;2;A.M. de Jonglaan;Uithoorn;Noord-Holland;Uithoorn;Netherlands;088 033 3033;https://www.allego.eu/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
