Name;Latitude;Longitude;Address;Rating;Reviews;Ratings Total;Postal Code;Street Number;Route;Locality;Admin Area Level 1;Admin Area Level 2;Country;Phone Number;Website;Opening Hours
Maxem Charging Station;52.2681445;4.5660154;N/A;0;[];0;2163 HD;216;Meer en Duin;Lisse;Zuid-Holland;Lisse;Netherlands;010 436 5065;https://maxem.io/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Eneco Charging Station;52.2508929;4.544595699999999;N/A;0;[];0;2161 DW;2;Professor van Slogterenweg;Lisse;Zuid-Holland;Lisse;Netherlands;N/A;https://www.eneco-emobility.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;52.2427898;4.5388218;N/A;0;[];0;2161 DE;380;Heereweg;Lisse;Zuid-Holland;Lisse;Netherlands;088 775 5450;https://evbox.com/nl-nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;52.2745583;4.5795119;N/A;0;[];0;2165 AR;204;Hillegommerdijk;Lisserbroek;Noord-Holland;Haarlemmermeer;Netherlands;088 775 5444;https://evbox.com;N/A
Eneco Charging Station;52.24323829999999;4.560843999999999;N/A;0;[];0;2162 LA;18;Botterstraat;Lisse;Zuid-Holland;Lisse;Netherlands;N/A;https://www.eneco-emobility.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Vattenfall Charging Station;52.27572;4.5734009;N/A;0;[];0;2182 DZ;5;Arnoudstraat;Hillegom;Zuid-Holland;Hillegom;Netherlands;088 363 7991;https://incharge.vattenfall.nl;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
E-Flux Charging Station;52.2458135;4.55838;N/A;5;[];2;2162 CK;25;Frans Halsstraat;Lisse;Zuid-Holland;Lisse;Netherlands;020 763 0620;https://www.e-flux.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;52.2608068;4.5600654;N/A;0;[];0;2161 ZB;79A;Koninginneweg;Lisse;Zuid-Holland;Lisse;Netherlands;0411 745 020;https://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;52.268231;4.543843;N/A;0;[];0;2161 AM;166A;Stationsweg;Lisse;Zuid-Holland;Lisse;Netherlands;088 775 5450;http://www.evbox.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;52.24995790000001;4.5522813;N/A;0;[];0;2161 LE;11y;Vennestraat;Lisse;Zuid-Holland;Lisse;Netherlands;088 775 5444;https://evbox.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
GreenFlux Charging Station;52.2595126;4.573095299999999;N/A;0;[];0;2165 XJ;15;Kalmoesstraat;Lisserbroek;Noord-Holland;Haarlemmermeer;Netherlands;030 410 0877;https://www.greenflux.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;52.2706657;4.5646974;N/A;0;[];0;2163 HA;1;Meer en Duin;Lisse;Zuid-Holland;Lisse;Netherlands;088 775 5450;https://evbox.com;N/A
E-Flux Charging Station;52.2692734;4.564652199999999;N/A;0;[];0;2163 HA;8c;Meer en Duin;Lisse;Zuid-Holland;Lisse;Netherlands;020 763 0620;N/A;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
PitPoint Charging Station;52.258106;4.5761459;N/A;0;[];0;2165 XM;30;Waterlelieplantsoen;Lisserbroek;Noord-Holland;Haarlemmermeer;Netherlands;030 410 0800;https://www.pitpointcleanfuels.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;52.25499;4.5706855;N/A;0;[];0;2165 BG;60;Lisserbroekerweg;Lisserbroek;Noord-Holland;Haarlemmermeer;Netherlands;088 775 5444;https://evbox.com/nl-nl/;N/A
GreenFlux Charging Station;52.25590279999999;4.5730692;N/A;0;[];0;2165 VD;51;Muntstraat;Lisserbroek;Noord-Holland;Haarlemmermeer;Netherlands;030 410 0877;https://www.greenflux.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.263212;4.560805;N/A;0;[];0;2161 SN;1;Willem-Alexanderplein;Lisse;Zuid-Holland;Lisse;Netherlands;088 033 3033;https://www.allego.eu/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Tesla Destination Charger;52.2719953;4.5637069;N/A;5;[];2;2161 AG;10;Heereweg;Lisse;Zuid-Holland;Lisse;Netherlands;0252 433 030;https://www.tesla.com/charging;N/A
Allego Charging Station;52.253334;4.551417;N/A;0;[];0;2161 LB;24;1e Poellaan;Lisse;Zuid-Holland;Lisse;Netherlands;088 033 3033;https://www.allego.eu/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;52.241972;4.5297182;N/A;0;[];0;2161 DX;61;Achterweg-Zuid;Lisse;Zuid-Holland;Lisse;Netherlands;088 775 5444;https://evbox.com;N/A
Allego Charging Station;52.262138;4.563880999999999;N/A;0;[];0;2161 RL;1;Prinsessestraat;Lisse;Zuid-Holland;Lisse;Netherlands;088 033 3033;https://www.allego.eu/consumer;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;52.25802359999999;4.557941599999999;N/A;0;[];0;2161 HK;12;Haven;Lisse;Zuid-Holland;Lisse;Netherlands;0411 745 020;https://ecotap.evc-net.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.25846900000001;4.565135000000001;N/A;0;[];0;2161 TG;25;Van Heemskerkplein;Lisse;Zuid-Holland;Lisse;Netherlands;088 033 3033;https://www.allego.eu/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.260183;4.566735;N/A;0;[];0;2161 TC;21;Doormanplein;Lisse;Zuid-Holland;Lisse;Netherlands;088 033 3033;https://www.allego.eu;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.243645;4.538721;N/A;0;[];0;2161 CL;1;Engelplein;Lisse;Zuid-Holland;Lisse;Netherlands;088 033 3033;https://www.allego.eu/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVnetNL Charging Station;52.25767;4.553953799999999;N/A;0;[];0;2161 HA;13;Bondstraat;Lisse;Zuid-Holland;Lisse;Netherlands;0800 3522365;https://www.evnet.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.254759;4.561316;N/A;0;[];0;2161 WG;1;Scheepmakerskade;Lisse;Zuid-Holland;Lisse;Netherlands;088 033 3033;https://www.allego.eu/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.254516;4.553813;N/A;0;[];0;2161 KR;13;Laan van Rijckevorsel;Lisse;Zuid-Holland;Lisse;Netherlands;0800 3745337;https://www.allego.eu/nl-nl;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
TotalEnergies Charging Station;52.261773;4.571457;N/A;0;[];0;2165 XV;13;Pijlkruidstraat;Lisserbroek;Noord-Holland;Haarlemmermeer;Netherlands;070 318 0480;https://services.totalenergies.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.25774999999999;4.566759;N/A;0;[];0;2161 VH;11;Van Speykstraat;Lisse;Zuid-Holland;Lisse;Netherlands;0800 3745337;https://www.allego.eu/nl-nl;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.26243299999999;4.568236;N/A;0;[];0;2161 VA;2;Piet Heinstraat;Lisse;Zuid-Holland;Lisse;Netherlands;0800 3745337;https://www.allego.eu/nl-nl;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.265319;4.553898;N/A;5;[];1;2163 KA;21;Mendeldreef;Lisse;Zuid-Holland;Lisse;Netherlands;088 033 3033;https://www.allego.eu/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.244788;4.535931;N/A;0;[];0;2161 DV;56;W.L. Döllstraat;Lisse;Zuid-Holland;Lisse;Netherlands;088 033 3033;https://www.allego.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.26390199999999;4.561809;N/A;0;[];0;2161 SB;17;Christinastraat;Lisse;Zuid-Holland;Lisse;Netherlands;0800 3745337;https://www.allego.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.2423069;4.558681;N/A;0;[];0;2162 JS;106;Anna Blamandreef;Lisse;Zuid-Holland;Lisse;Netherlands;088 033 3033;https://www.allego.eu/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;52.2721042;4.5704405;N/A;0;[];0;2161 AB;1A;Heereweg;Lisse;Zuid-Holland;Lisse;Netherlands;N/A;http://www.evbox.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.256001;4.561457;N/A;0;[];0;2161 XR;42;Bloembinderspark;Lisse;Zuid-Holland;Lisse;Netherlands;0800 3745337;https://www.allego.eu/nl-nl;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Ecotap Charging Station;52.2490384;4.560095899999999;N/A;0;[];0;2162 VW;41;Ruishornlaan;Lisse;Zuid-Holland;Lisse;Netherlands;0411 745 020;https://www.ecotap.nl/en/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.265598;4.563709999999999;N/A;0;[];0;2163 AJ;9;Orion;Lisse;Zuid-Holland;Lisse;Netherlands;088 033 3033;https://www.allego.eu/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.243635;4.53634;N/A;0;[];0;2161 CP;12;W.L. Döllstraat;Lisse;Zuid-Holland;Lisse;Netherlands;0800 3745337;https://www.allego.eu/nl-nl;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.256214;4.551423;N/A;0;[];0;2161 BT;282;Heereweg;Lisse;Zuid-Holland;Lisse;Netherlands;088 033 3033;https://www.allego.eu/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.25733899999999;4.5561809;N/A;0;[];0;2161 HE;50;Hobahostraat;Lisse;Zuid-Holland;Lisse;Netherlands;0800 3745337;https://www.allego.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.2619169;4.556559;N/A;0;[];0;2161 ZT;23;Clausplein;Lisse;Zuid-Holland;Lisse;Netherlands;088 033 3033;https://www.allego.eu/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.25055099999999;4.563855999999999;N/A;0;[];0;2162 VG;1;Beethovenstraat;Lisse;Zuid-Holland;Lisse;Netherlands;0800 3745337;https://www.allego.eu/nl-nl;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.2564174;4.564506499999999;N/A;0;[];0;2161 XJ;38;Irissenstraat;Lisse;Zuid-Holland;Lisse;Netherlands;088 033 3033;N/A;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;52.265985;4.557072;N/A;2;[];1;2163 JH;48;Clusiusstraat;Lisse;Zuid-Holland;Lisse;Netherlands;0800 3745337;https://www.allego.eu/nl-nl;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
