Name;Latitude;Longitude;Address;Rating;Reviews;Ratings Total;Postal Code;Street Number;Route;Locality;Admin Area Level 1;Admin Area Level 2;Country;Phone Number;Website;Opening Hours
Eneco Charging Station;51.84727669999999;4.3350066;N/A;0;[];0;3201 WK;80;Thorbeckelaan;Spijkenisse;Zuid-Holland;Nissewaard;Netherlands;N/A;https://www.eneco-emobility.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Orange Charging Station;51.852419;4.322137;N/A;0;[];0;3202 ST;50;Groene Kruisweg;Spijkenisse;Zuid-Holland;Nissewaard;Netherlands;010 436 5065;https://www.orangecharging.com;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;51.8506515;4.3304291;N/A;0;[];0;3201 AZ;N/A;N/A;Spijkenisse;Zuid-Holland;Nissewaard;Netherlands;N/A;https://www.lastmilesolutions.com/;N/A
Threeforce Charging Station;51.8490572;4.323734;N/A;0;[];0;3201 CE;1;Karel Doormanstraat;Spijkenisse;Zuid-Holland;Nissewaard;Netherlands;N/A;https://www.lastmilesolutions.com/;N/A
Last Mile Solutions Charging Station;51.8443881;4.3292678;N/A;0;[];0;3072 DB;1381;Laan op Zuid;Rotterdam;Zuid-Holland;Nissewaard;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;51.8427336;4.343206500000001;N/A;0;[];0;3203 XV;43;Iepenlaan;Spijkenisse;Zuid-Holland;Nissewaard;Netherlands;N/A;N/A;N/A
Threeforce Charging Station;51.8492786;4.3298878;N/A;0;[];0;3201 EJ;N/A;N/A;Spijkenisse;Zuid-Holland;Nissewaard;Netherlands;N/A;N/A;N/A
Last Mile Solutions Charging Station;51.848254;4.329377;N/A;0;[];0;3201 EL;104;Raadhuislaan;Spijkenisse;Zuid-Holland;Nissewaard;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Last Mile Solutions Charging Station;51.8385728;4.3293815;N/A;0;[];0;3204 TL;45;Saturnusstraat;Spijkenisse;Zuid-Holland;Nissewaard;Netherlands;N/A;https://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;51.84951359999999;4.3412007;N/A;0;[];0;3201 LV;6;Groenoordweg;Spijkenisse;Zuid-Holland;Nissewaard;Netherlands;071 568 1906;https://www.threeforce.eu/;N/A
Threeforce Charging Station;51.8466451;4.3273242;N/A;0;[];0;3201 VA;4;Breestraat;Spijkenisse;Zuid-Holland;Nissewaard;Netherlands;071 568 1906;https://www.threeforce.eu/;N/A
Last Mile Solutions Charging Station;51.8402111;4.3396556;N/A;0;[];0;3203 VE;2;Ligusterstraat;Spijkenisse;Zuid-Holland;Nissewaard;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
