Name;Latitude;Longitude;Address;Rating;Reviews;Ratings Total;Postal Code;Street Number;Route;Locality;Admin Area Level 1;Admin Area Level 2;Country;Phone Number;Website;Opening Hours
Shell Recharge Charging Station;50.9276822;5.812413299999999;N/A;0;[];0;6191 PN;61;Kleingenhouterstraat;Beek;Limburg;Beek;Netherlands;088 010 9500;https://shellrecharge.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
e-nuevo Charging Station;50.9049796;5.822638899999999;N/A;0;[];0;6333 DD;53;Knolwei;Schimmert;Limburg;Beekdaelen;Netherlands;088 011 0297;https://www.f1rst.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;50.904232;5.823262;N/A;0;[];0;6333 DE;3;Weidestraat;Schimmert;Limburg;Beekdaelen;Netherlands;N/A;https://www.lastmilesolutions.com/;N/A
NewMotion Charging Station;50.9306267;5.8163307;N/A;5;[];1;6191 PJ;13;Manegeweg;Beek;Limburg;Beek;Netherlands;088 010 9500;https://newmotion.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
E-Flux Charging Station;50.89725;5.823144999999999;N/A;0;[];0;6333 AZ;N/A;De Bockhofweg;Schimmert;Limburg;Beekdaelen;Netherlands;020 763 0620;https://www.e-flux.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Vattenfall Charging Station;50.900645;5.822852;N/A;0;[];0;6333 BD;7a;Oranjeplein;Schimmert;Limburg;Beekdaelen;Netherlands;088 363 7991;https://incharge.vattenfall.nl;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Vattenfall Charging Station;50.93003539999999;5.819062300000001;N/A;0;[];0;6191 NK;40;Pastoor Hutschemakersstraat;Beek;Limburg;Beek;Netherlands;088 363 7991;https://incharge.vattenfall.nl;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Electric Vehicle Charging Station;50.9039674;5.823655;N/A;0;[];0;6333 DE;3;Weidestraat;Schimmert;Limburg;Beekdaelen;Netherlands;045 400 1192;N/A;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
NewMotion Charging Station;50.9280537;5.8204009;N/A;0;[];0;6191 PB;49;Hubertusstraat;Beek;Limburg;Beek;Netherlands;088 010 9500;https://newmotion.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
