Name;Latitude;Longitude;Address;Rating;Reviews;Ratings Total;Postal Code;Street Number;Route;Locality;Admin Area Level 1;Admin Area Level 2;Country;Phone Number;Website;Opening Hours
Shell Recharge Charging Station;51.8890909;5.099023799999999;N/A;0;[];0;4141 MV;5;Levanger;Leerdam;Utrecht;Vijfheerenlanden;Netherlands;088 010 9500;https://www.shell.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Shell Recharge Charging Station;51.9016245;5.106976599999999;N/A;0;[];0;4143 HW;27a;Techniekweg;Leerdam;Utrecht;Vijfheerenlanden;Netherlands;088 010 9500;https://www.shell.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
E-Flux Charging Station;51.9014809;5.105024999999999;N/A;0;[];0;4143 HV;22;Techniekweg;Leerdam;Utrecht;Vijfheerenlanden;Netherlands;020 763 0620;https://www.e-flux.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;51.893652;5.091603;N/A;0;[];0;4141 AH;25;Julianastraat;Leerdam;Utrecht;Vijfheerenlanden;Netherlands;071 568 1906;N/A;N/A
FLOW Charging Station;51.90030600000001;5.090135999999999;N/A;0;[];0;4143 VM;57;Noorderveld;Leerdam;Utrecht;Vijfheerenlanden;Netherlands;085 401 2734;https://www.flowcharging.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Eneco Charging Station;51.89723000000001;5.09927;N/A;0;[];0;4143 HJ;22;Fokkerstraat;Leerdam;Utrecht;Vijfheerenlanden;Netherlands;N/A;https://www.eneco-emobility.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;51.8954964;5.1028022;N/A;0;[];0;4143 HA;2;Parmentierstraat;Leerdam;Utrecht;Vijfheerenlanden;Netherlands;0411 745 020;https://www.threeforce.eu/;N/A
EVBox Charging Station;51.8912268;5.105014;N/A;0;[];0;4141 NL;N/A;N/A;Leerdam;Utrecht;Vijfheerenlanden;Netherlands;088 775 5444;https://evbox.com;N/A
EVBox Charging Station;51.8908965;5.109115399999999;N/A;0;[];0;4141 EE;N/A;Koningin Emmalaan;Leerdam;Utrecht;Vijfheerenlanden;Netherlands;088 775 5444;https://evbox.com/nl-nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;51.8990553;5.076367299999999;N/A;0;[];0;4143 LM;4;Bruininxdeelsekade;Leerdam;Utrecht;Vijfheerenlanden;Netherlands;088 775 5450;https://evbox.com;N/A
Eneco Charging Station;51.8990839;5.1020367;N/A;0;[];0;4143 HN;7;Nijverheidstraat;Leerdam;Utrecht;Vijfheerenlanden;Netherlands;040 636 0171;https://www.eneco.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
