Name;Latitude;Longitude;Address;Rating;Reviews;Ratings Total;Postal Code;Street Number;Route;Locality;Admin Area Level 1;Admin Area Level 2;Country;Phone Number;Website;Opening Hours
Last Mile Solutions Charging Station;51.5478774;5.6952261;N/A;0;[];0;5421 VZ;3;Molenrand;Gemert;Noord-Brabant;Gemert-Bakel;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Shell Recharge Charging Station;51.553408;5.6837665;N/A;0;[];0;5421 CV;7;Ridderplein;Gemert;Noord-Brabant;Gemert-Bakel;Netherlands;088 010 9500;https://www.shell.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Spirii Charging Station;51.55681879999999;5.6809999;N/A;0;[];0;5421 LC;30;Elisabethplaats;Gemert;Noord-Brabant;Gemert-Bakel;Netherlands;N/A;https://en.spirii.dk/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Shell Recharge Charging Station;51.5654956;5.7109568;N/A;0;[];0;5422 VG;1;Mark;Gemert;Noord-Brabant;Gemert-Bakel;Netherlands;088 010 9500;https://newmotion.com/en-gb;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
E-Flux Charging Station;51.547745;5.694876;N/A;0;[];0;5421 VZ;1;Molenrand;Gemert;Noord-Brabant;Gemert-Bakel;Netherlands;020 763 0620;https://www.e-flux.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
ThePluginCompany Charging Station;51.55609800000001;5.6933151;N/A;0;[];0;5421 JG;51;Drossard de la Courtstraat;Gemert;Noord-Brabant;Gemert-Bakel;Netherlands;03 451 12 00;http://www.theplugincompany.com;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;51.562065;5.708006999999999;N/A;0;[];0;5422 VH;57;Dommel;Gemert;Noord-Brabant;Gemert-Bakel;Netherlands;088 775 5450;https://evbox.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
NewMotion Charging Station;51.5666362;5.7106761;N/A;0;[];0;5422 VK;54;Industrieweg;Gemert;Noord-Brabant;Gemert-Bakel;Netherlands;088 010 9500;https://newmotion.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Vattenfall Charging Station;51.540521;5.709215899999999;N/A;0;[];0;5425 VZ;N/A;Lochterweg;De Mortel;Noord-Brabant;Gemert-Bakel;Netherlands;088 363 7991;https://incharge.vattenfall.nl;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Last Mile Solutions Charging Station;51.569365;5.706436999999999;N/A;0;[];0;5423 SB;43;Handelseweg;Handel;Noord-Brabant;Gemert-Bakel;Netherlands;0411 745 020;https://www.threeforce.eu/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
