Name;Latitude;Longitude;Address;Rating;Reviews;Ratings Total;Postal Code;Street Number;Route;Locality;Admin Area Level 1;Admin Area Level 2;Country;Phone Number;Website;Opening Hours
EVBox Charging Station;51.940569;6.162815;N/A;0;[];0;6942 PB;3;Geulecampweg;Didam;Gelderland;Montferland;Netherlands;N/A;https://evbox.com/nl-nl/;N/A
E-Flux Charging Station;51.92092599999999;6.196218;N/A;0;[];0;7037 DH;13;Didamseweg;Beek Gem Montferland;Gelderland;Montferland;Netherlands;020 763 0620;https://www.e-flux.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;51.919868;6.1882736;N/A;0;[];0;7037 DZ;23;Matjeskolk;Beek Gem Montferland;Gelderland;Montferland;Netherlands;088 775 5450;https://evbox.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;51.9202452;6.1888859;N/A;0;[];0;7037 CV;N/A;Zuider Markweg;Beek Gem Montferland;Gelderland;Montferland;Netherlands;088 775 5450;https://evbox.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
E-Flux Charging Station;51.948844;6.222795;N/A;0;[];0;7031 HZ;2;Argonstraat;Wehl;Gelderland;Doetinchem;Netherlands;020 763 0620;https://www.e-flux.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
NewMotion Charging Station;51.9482978;6.222303399999999;N/A;0;[];0;7031 HX;1;Argonstraat;Wehl;Gelderland;Doetinchem;Netherlands;088 010 9500;https://newmotion.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;51.916503;6.1818591;N/A;0;[];0;7037 DE;14;Kerkhuisstraat;Beek Gem Montferland;Gelderland;Montferland;Netherlands;N/A;https://evbox.com/nl;N/A
ABL Charging Station;51.933412;6.173455;N/A;0;[];0;6942 PA;6;Korenweg;Didam;Gelderland;Montferland;Netherlands;0800 3322233;https://www.ablmobility.de/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
