Name;Latitude;Longitude;Address;Rating;Reviews;Ratings Total;Postal Code;Street Number;Route;Locality;Admin Area Level 1;Admin Area Level 2;Country;Phone Number;Website;Opening Hours
Shell Recharge Charging Station;52.381884;6.292193;N/A;0;[];0;8102 HT;1;Grundelstraat;Raalte;Overijssel;Raalte;Netherlands;088 010 9500;https://uk.shellrecharge.com/find-a-location/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Shell Recharge Charging Station;52.3999563;6.2723881;N/A;0;[];0;8103 PB;2;Vrieswijk;Raalte;Overijssel;Raalte;Netherlands;088 010 9500;https://shellrecharge.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Last Mile Solutions Charging Station;52.3702024;6.283519399999999;N/A;0;[];0;8102 PH;1;Hertzstraat;Raalte;Overijssel;Raalte;Netherlands;N/A;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Shell Recharge Charging Station;52.39017399999999;6.2716071;N/A;0;[];0;8102 AM;62;Monumentstraat;Raalte;Overijssel;Raalte;Netherlands;088 010 9500;https://www.shell.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
E-Flux Charging Station;52.373432;6.263307999999999;N/A;0;[];0;8101 HP;30;Kamille;Raalte;Overijssel;Raalte;Netherlands;020 763 0620;https://www.e-flux.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;52.3773704;6.2966527;N/A;0;[];0;8102 HX;30-c;Zompstraat;Raalte;Overijssel;Raalte;Netherlands;088 775 5444;https://evbox.com;N/A
EVBox Charging Station;52.3783644;6.2939288;N/A;0;[];0;8102 HS;12;Boeierstraat;Raalte;Overijssel;Raalte;Netherlands;088 775 5444;https://evbox.com;N/A
EVBox Charging Station;52.37213999999999;6.255772899999999;N/A;0;[];0;8101 NB;8;Drosteweg;Raalte;Overijssel;Raalte;Netherlands;N/A;https://evbox.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
NL MAB Exploitatie Charging Station;52.394053;6.265397999999999;N/A;0;[];0;8101 AB;63C;Zwolsestraat;Raalte;Overijssel;Raalte;Netherlands;023 531 9136;https://www.nlmab.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
MAXEM Charging Station;52.3765738;6.285932;N/A;0;[];0;8102 HX;3;Zompstraat;Raalte;Overijssel;Raalte;Netherlands;020 770 8713;https://maxem.io/en/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
