Name;Latitude;Longitude;Address;Rating;Reviews;Ratings Total;Postal Code;Street Number;Route;Locality;Admin Area Level 1;Admin Area Level 2;Country;Phone Number;Website;Opening Hours
e-nuevo Charging Station;51.9538294;4.222875;N/A;0;[];0;2676 BT;25;Nollaantje;Maasdijk;Zuid-Holland;Westland;Netherlands;N/A;https://nuvve.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
e-nuevo Charging Station;51.9626807;4.2164575;N/A;0;[];0;2676 AJ;5;Kleine Hei;Maasdijk;Zuid-Holland;Westland;Netherlands;088 011 0297;N/A;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Last Mile Solutions Charging Station;51.9565612;4.2118522;N/A;0;[];0;2676 BN;35;Lange Kruisweg;Maasdijk;Zuid-Holland;Westland;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
BlueMarble Charging Station;51.9602468;4.2269255;N/A;0;[];0;2676 LA;N/A;Honderdland;Maasdijk;Zuid-Holland;Westland;Netherlands;085 018 6990;https://www.bluemarblecharging.com;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;51.9674414;4.2180196;N/A;0;[];0;2676 LV;851;Honderdland;Maasdijk;Zuid-Holland;Westland;Netherlands;088 775 5450;https://evbox.com;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;51.9745;4.216257;N/A;0;[];0;2671 MT;55;Galgeweg;Naaldwijk;Zuid-Holland;Westland;Netherlands;088 775 5450;https://evbox.com/nl-nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Last Mile Solutions Charging Station;51.9539347;4.2159959;N/A;0;[];0;2676 DK;12;Van Innevelthof;Maasdijk;Zuid-Holland;Westland;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;51.95356;4.2273417;N/A;0;[];0;2676 LE;81;Aartsdijkweg;Maasdijk;Zuid-Holland;Westland;Netherlands;088 775 5444;N/A;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;51.9675905;4.210819799999999;N/A;0;[];0;2676 NB;27;Blauwhek;Maasdijk;Zuid-Holland;Westland;Netherlands;088 775 5450;https://evbox.com/en/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;51.9606636;4.1922282;N/A;0;[];0;2676 CL;25;Oranjepolderweg;Maasdijk;Zuid-Holland;Westland;Netherlands;N/A;N/A;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;51.97131700000001;4.208362999999999;N/A;5;[];1;2676 NA;32;Oranjesluisweg;Maasdijk;Zuid-Holland;Westland;Netherlands;N/A;https://evbox.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Shell Recharge Charging Station;51.9724549;4.231272;N/A;0;[];0;2678 KB;9B;Burgemeester van Doornlaan;De Lier;Zuid-Holland;Westland;Netherlands;088 010 9500;https://shellrecharge.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;51.9459472;4.2253196;N/A;0;[];0;2676 BP;77;Lange Kruisweg;Maasdijk;Zuid-Holland;Westland;Netherlands;088 775 5444;https://evbox.com;N/A
Threeforce Charging Station;51.980871;4.181694;N/A;0;[];0;2691 LG;126;Heenweg;'s-Gravenzande;Zuid-Holland;Westland;Netherlands;071 568 1906;https://www.lastmilesolutions.com/;N/A
