Name;Latitude;Longitude;Address;Rating;Reviews;Ratings Total;Postal Code;Street Number;Route;Locality;Admin Area Level 1;Admin Area Level 2;Country;Phone Number;Website;Opening Hours
Eneco Charging Station;51.98357;5.10469;N/A;2;[];1;4131 NJ;13;Lange Dreef;Vianen;Utrecht;Vijfheerenlanden;Netherlands;N/A;https://www.eneco-emobility.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Last Mile Solutions Charging Station;51.9949436;5.0932328;N/A;0;[];0;4132 BE;10;Kerkstraat;Vianen;Utrecht;Vijfheerenlanden;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Shell Recharge Charging Station;52.00454389999999;5.09002;N/A;0;[];0;3434 GS;31;Bovenmonde;Nieuwegein;Utrecht;Nieuwegein;Netherlands;088 010 9500;https://shellrecharge.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EV Wise Charging Station;51.9862334;5.0993618;N/A;0;[];0;4131 NL;4B;Placotiweg;Vianen;Utrecht;Vijfheerenlanden;Netherlands;088 989 9970;https://ev-wise.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Last Mile Solutions Charging Station;51.9792095;5.1108176;N/A;0;[];0;4124 AB;7;Tuinschouw;Hagestein;Utrecht;Vijfheerenlanden;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;51.9819129;5.0980687;N/A;0;[];0;4131 NN;7;Sportlaan;Vianen;Utrecht;Vijfheerenlanden;Netherlands;085 060 3863;N/A;N/A
Threeforce Charging Station;52.003967;5.083791;N/A;0;[];0;3434 KH;1;Benedenmonde;Nieuwegein;Utrecht;Nieuwegein;Netherlands;N/A;N/A;N/A
Threeforce Charging Station;51.9841274;5.105276;N/A;0;[];0;4131 NJ;15;Lange Dreef;Vianen;Utrecht;Vijfheerenlanden;Netherlands;N/A;https://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Shell Recharge Charging Station;51.979129;5.078291699999999;N/A;0;[];0;4133 TG;107;Klaverkamp;Vianen;Utrecht;Vijfheerenlanden;Netherlands;088 010 9500;https://shellrecharge.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Last Mile Solutions Charging Station;51.9853351;5.1068771;N/A;0;[];0;4124 AJ;N/A;Lange Dreef;Hagestein;Utrecht;Vijfheerenlanden;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Last Mile Solutions Charging Station;51.9819129;5.0980687;N/A;0;[];0;4131 NN;7;Sportlaan;Vianen;Utrecht;Vijfheerenlanden;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;51.9786617;5.109918899999999;N/A;0;[];0;4131 MB;6;Spadesteek;Vianen;Utrecht;Vijfheerenlanden;Netherlands;088 775 5450;https://evbox.com;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;51.9753093;5.088879899999999;N/A;0;[];0;4131 NR;23;De Limiet;Vianen;Utrecht;Vijfheerenlanden;Netherlands;088 775 5450;https://evbox.com/nl-nl/station-map;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
PARKnCHARGE Charging Station;52.0032069;5.080982;N/A;0;[];0;3434 KH;17;Benedenmonde;Nieuwegein;Utrecht;Nieuwegein;Netherlands;010 436 5065;https://www.parkncharge.nl;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
NewMotion Charging Station;51.99007109999999;5.0852387;N/A;5;[];1;4132 XZ;75;Prins Bernhardstraat;Vianen;Utrecht;Vijfheerenlanden;Netherlands;088 010 9500;https://newmotion.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
NL MAB Charging Station;51.9841134;5.10527;N/A;0;[];0;4131 NJ;15;Lange Dreef;Vianen;Utrecht;Vijfheerenlanden;Netherlands;010 436 5065;https://www.nlmab.nl;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;51.9856985;5.1043675;N/A;0;[];0;4131 LV;8;Lange Dreef;Vianen;Utrecht;Vijfheerenlanden;Netherlands;088 775 5444;https://evbox.com;N/A
PARKnCHARGE Charging Station;52.00558299999999;5.078145;N/A;0;[];0;3434 JB;43;Anemoonstraat;Nieuwegein;Utrecht;Nieuwegein;Netherlands;010 436 5065;https://www.parkncharge.nl;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Robo Charge Charging Station;51.9838721;5.0879644;N/A;0;[];0;4133 AB;1;Clarissenhof;Vianen;Utrecht;Vijfheerenlanden;Netherlands;0418 225 010;https://robo-charge.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
ABL Charging Station;51.9864263;5.1019951;N/A;0;[];0;4131 NH;7;Stuartweg;Vianen;Utrecht;Vijfheerenlanden;Netherlands;0800 3322233;https://abelinstallatie.nl/voordelen/e-mobility/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Last Mile Solutions Charging Station;52.005407;5.0879629;N/A;0;[];0;3434 AK;284;Lijsterbesstraat;Nieuwegein;Utrecht;Nieuwegein;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
BlueMarble Charging Station;51.9863431;5.096159099999999;N/A;0;[];0;4132 HP;7;Giessenborch;Vianen;Utrecht;Vijfheerenlanden;Netherlands;085 018 6990;https://www.bluemarblecharging.com;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Last Mile Solutions Charging Station;52.003967;5.083791;N/A;0;[];0;3434 KH;1;Benedenmonde;Nieuwegein;Utrecht;Nieuwegein;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;52.0059662;5.084022;N/A;0;[];0;3434 HJ;4;Violier;Nieuwegein;Utrecht;Nieuwegein;Netherlands;N/A;https://www.threeforce.eu/;N/A
Park n Charge Charging Station;52.00364279999999;5.0823215;N/A;0;[];0;3434 KV;79;Kreekmonde;Nieuwegein;Utrecht;Nieuwegein;Netherlands;N/A;N/A;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Last Mile Solutions Charging Station;52.004155;5.0933239;N/A;0;[];0;3433 CR;61;Irenestraat;Nieuwegein;Utrecht;Nieuwegein;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
PitPoint Charging Station;51.9953403;5.093381400000001;N/A;0;[];0;4132 BC;3;Valkenstraat;Vianen;Utrecht;Vijfheerenlanden;Netherlands;030 410 0800;https://www.pitpointcleanfuels.com/nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Park n Charge Charging Station;52.006845;5.091241999999999;N/A;2;[];1;3434 AN;13;Iepstraat;Nieuwegein;Utrecht;Nieuwegein;Netherlands;N/A;https://www.parkncharge.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;51.9892804;5.1093619;N/A;0;[];0;4131 LX;8;Hagenweg;Vianen;Utrecht;Vijfheerenlanden;Netherlands;0800 3745337;https://www.allego.eu/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
TotalEnergies Charging Station;51.9884875;5.090986;N/A;0;[];0;4132 XN;1;Ina Boudier-Bakkerstraat;Vianen;Utrecht;Vijfheerenlanden;Netherlands;030 410 0887;https://evcharge.totalenergies.com;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;52.0030465;5.089207099999999;N/A;0;[];0;3434 GD;21;Kiezelmonde;Nieuwegein;Utrecht;Nieuwegein;Netherlands;N/A;https://www.threeforce.eu/;N/A
EVBox Charging Station;51.9870814;5.1070784;N/A;0;[];0;4131 PN;3;Ingenieur D.S. Tuijnmanweg;Vianen;Utrecht;Vijfheerenlanden;Netherlands;088 775 5444;https://evbox.com;N/A
Evnet.nl Charging Station;51.9875412;5.0819401;N/A;4;[];1;4133 NA;1;Westelijke Parallelweg;Vianen;Utrecht;Vijfheerenlanden;Netherlands;N/A;https://www.evnet.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Greenflux Charging Station;51.9888765;5.0946618;N/A;0;[];0;4132 HJ;58;Rijsenborch;Vianen;Utrecht;Vijfheerenlanden;Netherlands;01 76 54 41 19;https://www.greenflux.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;51.9846689;5.078587;N/A;0;[];0;4133 EA;4;Het Slyk;Vianen;Utrecht;Vijfheerenlanden;Netherlands;088 775 5444;http://www.ev-box.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Shell Recharge Charging Station;51.988743;5.102688;N/A;0;[];0;4131 NH;1B;Stuartweg;Vianen;Utrecht;Vijfheerenlanden;Netherlands;088 010 9500;https://shellrecharge.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;52.006352;5.081923;N/A;0;[];0;3434 HC;1;Zinniastraat;Nieuwegein;Utrecht;Nieuwegein;Netherlands;N/A;N/A;N/A
Allego Charging Station;51.9864394;5.1147433;N/A;0;[];0;4124 NL;1;Lekstraat;Hoef en Haag;Utrecht;Vijfheerenlanden;Netherlands;0800 3745337;https://www.allego.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;51.9963;5.101382;N/A;0;[];0;4131 AD;1;Esdoornstraat;Vianen;Utrecht;Vijfheerenlanden;Netherlands;0800 3745337;https://www.allego.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Allego Charging Station;51.98760540000001;5.113822799999999;N/A;0;[];0;4124 NL;N/A;1ste Poortstraat;Hoef en Haag;Utrecht;Vijfheerenlanden;Netherlands;088 033 3033;https://www.allego.eu/nl-nl;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Shell Recharge Charging Station;51.984732;5.116053;N/A;0;[];0;4124 NL;14;Notarisappelpad;Hoef en Haag;Utrecht;Vijfheerenlanden;Netherlands;088 010 9500;https://www.shell.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;52.00558299999999;5.078145;N/A;0;[];0;3434 JD;43;Anemoonstraat;Nieuwegein;Utrecht;Nieuwegein;Netherlands;0411 745 020;https://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Last Mile Solutions Charging Station;52.01065500000001;5.089632;N/A;0;[];0;3434 CA;23;Kastanjestraat;Nieuwegein;Utrecht;Nieuwegein;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Park n Charge Charging Station;52.009912;5.0811149;N/A;0;[];0;3434 XE;11;Reigersbek;Nieuwegein;Utrecht;Nieuwegein;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;51.9762601;5.0980583;N/A;0;[];0;4131 PA;N/A;Laanakkerweg;Vianen;Utrecht;Vijfheerenlanden;Netherlands;N/A;https://evbox.com/nl-nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;52.01011279999999;5.091188;N/A;0;[];0;3434 BX;26;Acaciastraat;Nieuwegein;Utrecht;Nieuwegein;Netherlands;N/A;https://www.threeforce.eu/;N/A
Last Mile Solutions Charging Station;52.0090271;5.079544299999999;N/A;0;[];0;3434 XT;56;Lavendelhof;Nieuwegein;Utrecht;Nieuwegein;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
