Name;Latitude;Longitude;Address;Rating;Reviews;Ratings Total;Postal Code;Street Number;Route;Locality;Admin Area Level 1;Admin Area Level 2;Country;Phone Number;Website;Opening Hours
Shell Recharge Charging Station;51.8257932;4.4130221;N/A;0;[];0;3262 SV;23;Wilhelminastraat;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;088 010 9500;https://shellrecharge.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
bp pulse Charging Station;51.8247261;4.4198857;N/A;0;[];0;3261 KX;18;Beneden Oostdijk;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;085 002 2286;http://www.bppulse.nl/contact;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;51.81796079999999;4.4019204;N/A;0;[];0;3262 VK;14;Van Goyenstraat;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;N/A;https://www.lastmilesolutions.com/;N/A
Last Mile Solutions Charging Station;51.8258114;4.4324853;N/A;0;[];0;3261 LP;2;Albert Einsteinstraat;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;51.8226652;4.4121415;N/A;0;[];0;3262 XE;2 e;Admiraal de Ruyterstraat;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;N/A;https://www.threeforce.eu/;N/A
Threeforce Charging Station;51.8227938;4.3997882;N/A;0;[];0;3262 DG;23;Wolweversweg;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;N/A;N/A;N/A
Shell Recharge Charging Station;51.8243473;4.3996278;N/A;0;[];0;3262 CK;6;Wagenschuur;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;088 010 9500;https://www.shell.nl/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
EVBox Charging Station;51.8150036;4.415379199999999;N/A;0;[];0;3261 LJ;11;Langeweg;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;088 775 5444;https://evbox.com;N/A
Threeforce Charging Station;51.81892999999999;4.427236;N/A;0;[];0;3261 BN;N/A;N/A;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;N/A;https://www.threeforce.eu/;N/A
Threeforce Charging Station;51.8259479;4.431729799999999;N/A;0;[];0;3261 LP;2;Albert Einsteinstraat;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;0411 745 020;N/A;N/A
Last Mile Solutions Charging Station;51.819956;4.4237442;N/A;0;[];0;3261 BH;440;Hortensiastraat;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;N/A;https://www.threeforce.eu/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;51.8211832;4.4219922;N/A;0;[];0;3261 AV;30;Sportlaan;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;N/A;N/A;N/A
Last Mile Solutions Charging Station;51.8190836;4.4020534;N/A;0;[];0;3262 GB;23;Dokwerkerlaan;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;51.8246414;4.4230412;N/A;0;[];0;3261 KG;263;Oostdijk;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;N/A;https://www.threeforce.eu/;N/A
Last Mile Solutions Charging Station;51.8227938;4.3997882;N/A;0;[];0;3262 DG;23;Wolweversweg;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;51.8268122;4.3970866;N/A;0;[];0;3263 NC;45;Klipper;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;N/A;N/A;N/A
Threeforce Charging Station;51.8208596;4.412427600000001;N/A;0;[];0;3262 JB;40;H.B.S.-Laan;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;N/A;http://www.lastmilesolutions.com/;N/A
Threeforce Charging Station;51.815449;4.407007;N/A;0;[];0;3262 HV;22;Anton Mauvestraat;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;N/A;N/A;N/A
Threeforce Charging Station;51.8203785;4.4187851;N/A;0;[];0;3261 BP;2;Orchideestraat;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;N/A;https://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;51.82442630000001;4.3973394;N/A;0;[];0;3263 PC;18;Kempenaar;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;N/A;N/A;N/A
Threeforce Charging Station;51.8261543;4.4049431;N/A;0;[];0;3262 LH;7;Rustburg;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;010 436 5065;https://www.threeforce.eu/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Last Mile Solutions Charging Station;51.824637;4.423111599999999;N/A;0;[];0;3261 KG;263;Oostdijk;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;51.8247671;4.410923599999999;N/A;0;[];0;3262 PG;57;Kerkstraat;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;N/A;https://www.threeforce.eu/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;51.8149897;4.431621799999999;N/A;0;[];0;3261 JJ;1;Schubertpad;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;010 436 5065;https://www.threeforce.eu/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;51.8217586;4.403800599999999;N/A;0;[];0;3262 EL;21;Tjerk Hiddesplantsoen;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;010 436 5065;https://www.threeforce.eu/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Last Mile Solutions Charging Station;51.8211832;4.4219922;N/A;0;[];0;3261 AV;30;Sportlaan;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Last Mile Solutions Charging Station;51.8264769;4.420916;N/A;0;[];0;3261 VJ;32;Wielsingel;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Last Mile Solutions Charging Station;51.815449;4.407007;N/A;0;[];0;3262 HV;N/A;Anton Mauvestraat;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;51.8192798;4.4231915;N/A;0;[];0;3261 XG;21;Seringenstraat;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;N/A;https://www.threeforce.eu/;N/A
EVBox Charging Station;51.82398939999999;4.4290627;N/A;0;[];0;3261 MA;48;Laurens Janszn. Costerstraat;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;N/A;https://evbox.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Ecotap Charging Station;51.8170835;4.4163619;N/A;0;[];0;3261 LJ;3C;Langeweg;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;0411 745 020;https://www.ecotap.nl/en/support/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Last Mile Solutions Charging Station;51.8268122;4.3970866;N/A;0;[];0;3263 NC;45;Klipper;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Threeforce Charging Station;51.8218841;4.3933118;N/A;0;[];0;3263 RG;16;Winterkoning;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;N/A;https://www.threeforce.eu/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
Last Mile Solutions Charging Station;51.82442630000001;4.3973394;N/A;0;[];0;3263 PC;18;Kempenaar;Oud-Beijerland;Zuid-Holland;Hoeksche Waard;Netherlands;010 436 5065;http://www.lastmilesolutions.com/;['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']
