Id;Measure;WijkenEnBuurten;Value;StringValue;ValueAttribute
58275;R00004;WK030709;;WK030709  ;None
58276;M000125;WK030709;;1;None
58277;T001036;WK030709;7055;;None
58278;3000;WK030709;3465;;None
58279;4000;WK030709;3595;;None
58280;10680;WK030709;1065;;None
58281;53050;WK030709;660;;None
58282;53310;WK030709;1760;;None
58283;53715;WK030709;2105;;None
58284;80200;WK030709;1465;;None
58285;1010;WK030709;3200;;None
58286;1020;WK030709;2925;;None
58287;1080;WK030709;650;;None
58288;1050;WK030709;285;;None
58289;2012655;WK030709;655;;None
58290;2012657_2;WK030709;955;;None
58291;H008673;WK030709;155;;None
58292;H007119;WK030709;80;;None
58293;H008751;WK030709;75;;None
58294;H008766;WK030709;205;;None
58295;A008187;WK030709;435;;None
58296;1050010_2;WK030709;3355;;None
58297;1050015;WK030709;1250;;None
58298;1016040;WK030709;1030;;None
58299;1016030;WK030709;1080;;None
58300;M000114;WK030709;2,1;;None
58301;M000100;WK030709;3952;;None
58302;M000297;WK030709;3290;;None
58303;M001642;WK030709;316;;None
58304;ZW10290;WK030709;74;;None
58305;ZW10340;WK030709;26;;None
58306;A028725;WK030709;99;;None
58307;A028726;WK030709;1;;None
58308;1014800_1;WK030709;63;;None
58309;1014850_2;WK030709;37;;None
58310;A047047;WK030709;34;;None
58311;A047048;WK030709;3;;None
58312;A047051;WK030709;0;;None
58313;ZW25808;WK030709;100;;None
58314;ZW25807;WK030709;0;;None
58315;M000200_2;WK030709;610;;None
58316;301000;WK030709;5;;None
58317;300003;WK030709;55;;None
58318;300005;WK030709;75;;None
58319;383105;WK030709;60;;None
58320;300009;WK030709;25;;None
58321;300010;WK030709;150;;None
58322;300012;WK030709;165;;None
58323;300014;WK030709;70;;None
58324;A018943_2;WK030709;2965;;None
58325;A019276;WK030709;2475;;None
58326;D001045;WK030709;495;;None
58327;M000368;WK030709;0,9;;None
58328;A018943_4;WK030709;1661;;None
58329;A018944;WK030709;255;;None
58330;T001455_2;WK030709;186;;None
58331;A047044;WK030709;179;;None
58332;A047040;WK030709;8;;None
58333;ST0001;WK030709;2;;None
58334;ST0003;WK030709;2302;;None
58335;GM000C;BU03070900;;Amersfoort                              ;None
58336;R00003;BU03070900;;Buurt     ;None
58337;R00004;BU03070900;;BU03070900;None
58338;M000125;BU03070900;;1;None
58339;T001036;BU03070900;2015;;None
58340;3000;BU03070900;985;;None
58341;4000;BU03070900;1035;;None
58342;10680;BU03070900;355;;None
58343;53050;BU03070900;175;;None
58344;53310;BU03070900;485;;None
58345;53715;BU03070900;540;;None
58346;80200;BU03070900;460;;None
58347;1010;BU03070900;905;;None
58348;1020;BU03070900;870;;None
58349;1080;BU03070900;160;;None
58350;1050;BU03070900;85;;None
58351;2012655;BU03070900;180;;None
58352;2012657_2;BU03070900;250;;None
58353;H008673;BU03070900;45;;None
58354;H007119;BU03070900;25;;None
58355;H008751;BU03070900;25;;None
58356;H008766;BU03070900;40;;None
58357;A008187;BU03070900;115;;None
58358;1050010_2;BU03070900;930;;None
58359;1050015;BU03070900;320;;None
58360;1016040;BU03070900;290;;None
58361;1016030;BU03070900;315;;None
58362;M000114;BU03070900;2,2;;None
58363;M000100;BU03070900;8003;;None
58364;M000297;BU03070900;908;;None
58365;M001642;BU03070900;329;;None
58366;ZW10290;BU03070900;82;;None
58367;ZW10340;BU03070900;18;;None
58368;A028725;BU03070900;99;;None
58369;A028726;BU03070900;1;;None
58370;1014800_1;BU03070900;63;;None
58371;1014850_2;BU03070900;37;;None
58372;A047047;BU03070900;35;;None
58373;A047048;BU03070900;2;;None
58374;A047051;BU03070900;0;;None
58375;ZW25808;BU03070900;100;;None
58376;ZW25807;BU03070900;0;;None
58377;M000200_2;BU03070900;140;;None
58378;301000;BU03070900;0;;None
58379;300003;BU03070900;15;;None
58380;300005;BU03070900;15;;None
58381;383105;BU03070900;10;;None
58382;300009;BU03070900;5;;None
58383;300010;BU03070900;35;;None
58384;300012;BU03070900;45;;None
58385;300014;BU03070900;15;;None
58386;A018943_2;BU03070900;840;;None
58387;A019276;BU03070900;705;;None
58388;D001045;BU03070900;130;;None
58389;M000368;BU03070900;0,9;;None
58390;A018943_4;BU03070900;3323;;None
58391;A018944;BU03070900;75;;None
58392;T001455_2;BU03070900;26;;None
58393;A047044;BU03070900;25;;None
58394;A047040;BU03070900;1;;None
58395;PC000C;BU03070900;;      3813;None
58396;M000217;BU03070900;1;;None
58397;ST0001;BU03070900;2;;None
58398;ST0003;BU03070900;2077;;None
58399;GM000C;BU03070902;;Amersfoort                              ;None
58400;R00003;BU03070902;;Buurt     ;None
58401;R00004;BU03070902;;BU03070902;None
58402;M000125;BU03070902;;1;None
58403;T001036;BU03070902;1650;;None
58404;3000;BU03070902;830;;None
58405;4000;BU03070902;820;;None
58406;10680;BU03070902;220;;None
58407;53050;BU03070902;195;;None
58408;53310;BU03070902;430;;None
58409;53715;BU03070902;505;;None
58410;80200;BU03070902;300;;None
58411;1010;BU03070902;770;;None
58412;1020;BU03070902;690;;None
58413;1080;BU03070902;130;;None
58414;1050;BU03070902;55;;None
58415;2012655;BU03070902;140;;None
58416;2012657_2;BU03070902;195;;None
58417;H008673;BU03070902;25;;None
58418;H007119;BU03070902;25;;None
58419;H008751;BU03070902;10;;None
58420;H008766;BU03070902;45;;None
58421;A008187;BU03070902;90;;None
58422;1050010_2;BU03070902;765;;None
58423;1050015;BU03070902;270;;None
58424;1016040;BU03070902;240;;None
58425;1016030;BU03070902;255;;None
58426;M000114;BU03070902;2,1;;None
58427;M000100;BU03070902;7690;;None
58428;M000297;BU03070902;764;;None
58429;M001642;BU03070902;317;;None
58430;ZW10290;BU03070902;70;;None
58431;ZW10340;BU03070902;30;;None
58432;A028725;BU03070902;99;;None
58433;A028726;BU03070902;1;;None
58434;1014800_1;BU03070902;67;;None
58435;1014850_2;BU03070902;32;;None
58436;A047047;BU03070902;27;;None
58437;A047048;BU03070902;6;;None
58438;A047051;BU03070902;0;;None
58439;ZW25808;BU03070902;100;;None
58440;ZW25807;BU03070902;0;;None
58441;M000200_2;BU03070902;135;;None
58442;301000;BU03070902;0;;None
58443;300003;BU03070902;15;;None
58444;300005;BU03070902;25;;None
58445;383105;BU03070902;5;;None
58446;300009;BU03070902;5;;None
58447;300010;BU03070902;30;;None
58448;300012;BU03070902;35;;None
58449;300014;BU03070902;15;;None
58450;A018943_2;BU03070902;685;;None
58451;A019276;BU03070902;580;;None
58452;D001045;BU03070902;105;;None
58453;M000368;BU03070902;0,9;;None
58454;A018943_4;BU03070902;3185;;None
58455;A018944;BU03070902;55;;None
58456;T001455_2;BU03070902;21;;None
58457;A047044;BU03070902;21;;None
58458;A047040;BU03070902;0;;None
58459;PC000C;BU03070902;;      3813;None
58460;M000217;BU03070902;1;;None
58461;ST0001;BU03070902;2;;None
58462;ST0003;BU03070902;2231;;None
58463;GM000C;BU03070903;;Amersfoort                              ;None
58464;R00003;BU03070903;;Buurt     ;None
58465;R00004;BU03070903;;BU03070903;None
58466;M000125;BU03070903;;1;None
58467;T001036;BU03070903;2145;;None
58468;3000;BU03070903;1055;;None
58469;4000;BU03070903;1090;;None
58470;10680;BU03070903;310;;None
58471;53050;BU03070903;170;;None
58472;53310;BU03070903;560;;None
58473;53715;BU03070903;645;;None
58474;80200;BU03070903;465;;None
58475;1010;BU03070903;975;;None
58476;1020;BU03070903;865;;None
58477;1080;BU03070903;225;;None
58478;1050;BU03070903;80;;None
58479;2012655;BU03070903;190;;None
58480;2012657_2;BU03070903;330;;None
58481;H008673;BU03070903;60;;None
58482;H007119;BU03070903;20;;None
58483;H008751;BU03070903;25;;None
58484;H008766;BU03070903;55;;None
58485;A008187;BU03070903;170;;None
58486;1050010_2;BU03070903;1060;;None
58487;1050015;BU03070903;420;;None
58488;1016040;BU03070903;315;;None
58489;1016030;BU03070903;325;;None
58490;M000114;BU03070903;2;;None
58491;M000100;BU03070903;7181;;None
58492;M000297;BU03070903;1030;;None
58493;M001642;BU03070903;303;;None
58494;ZW10290;BU03070903;71;;None
58495;ZW10340;BU03070903;29;;None
58496;A028725;BU03070903;99;;None
58497;A028726;BU03070903;1;;None
58498;1014800_1;BU03070903;52;;None
58499;1014850_2;BU03070903;48;;None
58500;A047047;BU03070903;47;;None
58501;A047048;BU03070903;1;;None
58502;A047051;BU03070903;0;;None
58503;ZW25808;BU03070903;100;;None
58504;ZW25807;BU03070903;0;;None
58505;M000200_2;BU03070903;185;;None
58506;301000;BU03070903;0;;None
58507;300003;BU03070903;20;;None
58508;300005;BU03070903;20;;None
58509;383105;BU03070903;25;;None
58510;300009;BU03070903;5;;None
58511;300010;BU03070903;40;;None
58512;300012;BU03070903;55;;None
58513;300014;BU03070903;20;;None
58514;A018943_2;BU03070903;935;;None
58515;A019276;BU03070903;770;;None
58516;D001045;BU03070903;160;;None
58517;M000368;BU03070903;0,9;;None
58518;A018943_4;BU03070903;3128;;None
58519;A018944;BU03070903;80;;None
58520;T001455_2;BU03070903;31;;None
58521;A047044;BU03070903;30;;None
58522;A047040;BU03070903;1;;None
58523;PC000C;BU03070903;;      3813;None
58524;M000217;BU03070903;1;;None
58525;ST0001;BU03070903;2;;None
58526;ST0003;BU03070903;2469;;None
58527;GM000C;BU03070905;;Amersfoort                              ;None
58528;R00003;BU03070905;;Buurt     ;None
58529;R00004;BU03070905;;BU03070905;None
58530;M000125;BU03070905;;1;None
58531;T001036;BU03070905;1195;;None
58532;3000;BU03070905;570;;None
58533;4000;BU03070905;625;;None
58534;10680;BU03070905;175;;None
58535;53050;BU03070905;115;;None
58536;53310;BU03070905;285;;None
58537;53715;BU03070905;400;;None
58538;80200;BU03070905;220;;None
58539;1010;BU03070905;535;;None
58540;1020;BU03070905;470;;None
58541;1080;BU03070905;130;;None
58542;1050;BU03070905;60;;None
58543;2012655;BU03070905;135;;None
58544;2012657_2;BU03070905;170;;None
58545;H008673;BU03070905;25;;None
58546;H007119;BU03070905;15;;None
58547;H008751;BU03070905;10;;None
58548;H008766;BU03070905;70;;None
58549;A008187;BU03070905;55;;None
58550;1050010_2;BU03070905;580;;None
58551;1050015;BU03070905;230;;None
58552;1016040;BU03070905;165;;None
58553;1016030;BU03070905;180;;None
58554;M000114;BU03070905;2,1;;None
58555;M000100;BU03070905;7718;;None
58556;M000297;BU03070905;562;;None
58557;M001642;BU03070905;301;;None
58558;ZW10290;BU03070905;72;;None
58559;ZW10340;BU03070905;28;;None
58560;A028725;BU03070905;99;;None
58561;A028726;BU03070905;1;;None
58562;1014800_1;BU03070905;74;;None
58563;1014850_2;BU03070905;26;;None
58564;A047047;BU03070905;23;;None
58565;A047048;BU03070905;3;;None
58566;A047051;BU03070905;0;;None
58567;ZW25808;BU03070905;100;;None
58568;ZW25807;BU03070905;0;;None
58569;M000200_2;BU03070905;125;;None
58570;301000;BU03070905;0;;None
58571;300003;BU03070905;10;;None
58572;300005;BU03070905;15;;None
58573;383105;BU03070905;15;;None
58574;300009;BU03070905;5;;None
58575;300010;BU03070905;35;;None
58576;300012;BU03070905;25;;None
58577;300014;BU03070905;20;;None
58578;A018943_2;BU03070905;490;;None
58579;A019276;BU03070905;395;;None
58580;D001045;BU03070905;95;;None
58581;M000368;BU03070905;0,8;;None
58582;A018943_4;BU03070905;3161;;None
58583;A018944;BU03070905;40;;None
58584;T001455_2;BU03070905;15;;None
58585;A047044;BU03070905;15;;None
58586;A047040;BU03070905;0;;None
58587;PC000C;BU03070905;;      3813;None
58588;M000217;BU03070905;1;;None
58589;ST0001;BU03070905;2;;None
58590;ST0003;BU03070905;2458;;None
58591;GM000C;BU03070906;;Amersfoort                              ;None
58592;R00003;BU03070906;;Buurt     ;None
58593;R00004;BU03070906;;BU03070906;None
58594;M000125;BU03070906;;1;None
58595;T001036;BU03070906;50;;None
58596;3000;BU03070906;25;;None
58597;4000;BU03070906;20;;None
58598;10680;BU03070906;10;;None
58599;53050;BU03070906;5;;None
58600;53310;BU03070906;0;;None
58601;53715;BU03070906;20;;None
58602;80200;BU03070906;20;;None
58603;1010;BU03070906;20;;None
58604;1020;BU03070906;30;;None
58605;1080;BU03070906;5;;None
58606;1050;BU03070906;5;;None
58607;2012655;BU03070906;10;;None
58608;2012657_2;BU03070906;0;;None
58609;H008673;BU03070906;0;;None
58610;H007119;BU03070906;0;;None
58611;H008751;BU03070906;0;;None
58612;H008766;BU03070906;0;;None
58613;A008187;BU03070906;0;;None
58614;1050010_2;BU03070906;25;;None
58615;1050015;BU03070906;5;;None
58616;1016040;BU03070906;15;;None
58617;1016030;BU03070906;5;;None
58618;M000114;BU03070906;2,1;;None
58619;M000100;BU03070906;59;;None
58620;M000297;BU03070906;26;;None
58621;M001642;BU03070906;613;;None
58622;ZW10290;BU03070906;96;;None
58623;ZW10340;BU03070906;4;;None
58624;A028725;BU03070906;92;;None
58625;A028726;BU03070906;8;;None
58626;1014800_1;BU03070906;69;;None
58627;1014850_2;BU03070906;31;;None
58628;A047047;BU03070906;23;;None
58629;A047048;BU03070906;8;;None
58630;A047051;BU03070906;0;;None
58631;ZW25808;BU03070906;100;;None
58632;ZW25807;BU03070906;0;;None
58633;M000200_2;BU03070906;25;;None
58634;301000;BU03070906;0;;None
58635;300003;BU03070906;0;;None
58636;300005;BU03070906;0;;None
58637;383105;BU03070906;0;;None
58638;300009;BU03070906;5;;None
58639;300010;BU03070906;10;;None
58640;300012;BU03070906;5;;None
58641;300014;BU03070906;0;;None
58642;A018943_2;BU03070906;20;;None
58643;A019276;BU03070906;20;;None
58644;D001045;BU03070906;0;;None
58645;A018944;BU03070906;10;;None
58646;T001455_2;BU03070906;93;;None
58647;A047044;BU03070906;87;;None
58648;A047040;BU03070906;6;;None
58649;PC000C;BU03070906;;      3822;None
58650;M000217;BU03070906;2;;None
58651;ST0001;BU03070906;2;;None
58652;ST0003;BU03070906;2129;;None
58653;GM000C;WK030710;;Amersfoort                              ;None
58654;R00003;WK030710;;Wijk      ;None
58655;R00004;WK030710;;WK030710  ;None
58656;M000125;WK030710;;1;None
58657;T001036;WK030710;8025;;None
58658;3000;WK030710;4045;;None
58659;4000;WK030710;3985;;None
58660;10680;WK030710;1430;;None
58661;53050;WK030710;1045;;None
58662;53310;WK030710;2510;;None
58663;53715;WK030710;1870;;None
58664;80200;WK030710;1170;;None
58665;1010;WK030710;4415;;None
58666;1020;WK030710;2505;;None
58667;1080;WK030710;800;;None
58668;1050;WK030710;300;;None
58669;2012655;WK030710;645;;None
58670;2012657_2;WK030710;3490;;None
58671;H008673;WK030710;930;;None
58672;H007119;WK030710;160;;None
58673;H008751;WK030710;135;;None
58674;H008766;WK030710;1060;;None
58675;A008187;WK030710;1205;;None
58676;1050010_2;WK030710;3820;;None
58677;1050015;WK030710;1685;;None
58678;1016040;WK030710;920;;None
58679;1016030;WK030710;1210;;None
58680;M000114;WK030710;2,1;;None
58681;M000100;WK030710;7794;;None
58682;M000297;WK030710;3755;;None
58683;M001642;WK030710;260;;None
58684;ZW10290;WK030710;36;;None
58685;ZW10340;WK030710;64;;None
58686;A028725;WK030710;97;;None
58687;A028726;WK030710;3;;None
58688;1014800_1;WK030710;40;;None
58689;1014850_2;WK030710;60;;None
58690;A047047;WK030710;47;;None
58691;A047048;WK030710;13;;None
58692;A047051;WK030710;0;;None
58693;ZW25808;WK030710;86;;None
58694;ZW25807;WK030710;14;;None
58695;M000200_2;WK030710;725;;None
58696;301000;WK030710;0;;None
58697;300003;WK030710;85;;None
58698;300005;WK030710;90;;None
58699;383105;WK030710;80;;None
58700;300009;WK030710;20;;None
58701;300010;WK030710;170;;None
58702;300012;WK030710;200;;None
58703;300014;WK030710;80;;None
58704;A018943_2;WK030710;3055;;None
58705;A019276;WK030710;2485;;None
58706;D001045;WK030710;570;;None
58707;M000368;WK030710;0,8;;None
58708;A018943_4;WK030710;2969;;None
58709;A018944;WK030710;225;;None
58710;T001455_2;WK030710;106;;None
58711;A047044;WK030710;103;;None
58712;A047040;WK030710;3;;None
58713;ST0001;WK030710;1;;None
58714;ST0003;WK030710;3023;;None
58715;GM000C;BU03071000;;Amersfoort                              ;None
58716;R00003;BU03071000;;Buurt     ;None
58717;R00004;BU03071000;;BU03071000;None
58718;M000125;BU03071000;;1;None
58719;T001036;BU03071000;1075;;None
58720;3000;BU03071000;530;;None
58721;4000;BU03071000;545;;None
58722;10680;BU03071000;260;;None
58723;53050;BU03071000;140;;None
58724;53310;BU03071000;265;;None
58725;53715;BU03071000;250;;None
58726;80200;BU03071000;170;;None
58727;1010;BU03071000;550;;None
58728;1020;BU03071000;410;;None
58729;1080;BU03071000;75;;None
58730;1050;BU03071000;40;;None
58731;2012655;BU03071000;85;;None
58732;2012657_2;BU03071000;480;;None
58733;H008673;BU03071000;135;;None
58734;H007119;BU03071000;25;;None
58735;H008751;BU03071000;25;;None
58736;H008766;BU03071000;130;;None
58737;A008187;BU03071000;160;;None
58738;1050010_2;BU03071000;420;;None
58739;1050015;BU03071000;125;;None
58740;1016040;BU03071000;115;;None
58741;1016030;BU03071000;180;;None
58742;M000114;BU03071000;2,6;;None
58743;M000100;BU03071000;4844;;None
58744;M000297;BU03071000;406;;None
58745;M001642;BU03071000;344;;None
58746;ZW10290;BU03071000;61;;None
58747;ZW10340;BU03071000;39;;None
58748;A028725;BU03071000;97;;None
58749;A028726;BU03071000;3;;None
58750;1014800_1;BU03071000;51;;None
58751;1014850_2;BU03071000;49;;None
58752;A047047;BU03071000;44;;None
58753;A047048;BU03071000;5;;None
58754;A047051;BU03071000;0;;None
58755;ZW25808;BU03071000;88;;None
58756;ZW25807;BU03071000;12;;None
58757;M000200_2;BU03071000;125;;None
58758;301000;BU03071000;0;;None
58759;300003;BU03071000;15;;None
58760;300005;BU03071000;15;;None
58761;383105;BU03071000;10;;None
58762;300009;BU03071000;10;;None
58763;300010;BU03071000;35;;None
58764;300012;BU03071000;30;;None
58765;300014;BU03071000;10;;None
58766;A018943_2;BU03071000;385;;None
58767;A019276;BU03071000;290;;None
58768;D001045;BU03071000;95;;None
58769;M000368;BU03071000;0,9;;None
58770;A018943_4;BU03071000;1730;;None
58771;A018944;BU03071000;35;;None
58772;T001455_2;BU03071000;23;;None
58773;A047044;BU03071000;22;;None
58774;A047040;BU03071000;0;;None
58775;PC000C;BU03071000;;      3815;None
58776;M000217;BU03071000;1;;None
58777;ST0001;BU03071000;1;;None
58778;ST0003;BU03071000;3025;;None
58779;GM000C;BU03071001;;Amersfoort                              ;None
58780;R00003;BU03071001;;Buurt     ;None
58781;R00004;BU03071001;;BU03071001;None
58782;M000125;BU03071001;;1;None
58783;T001036;BU03071001;1570;;None
58784;3000;BU03071001;785;;None
58785;4000;BU03071001;790;;None
58786;10680;BU03071001;260;;None
58787;53050;BU03071001;210;;None
58788;53310;BU03071001;530;;None
58789;53715;BU03071001;365;;None
58790;80200;BU03071001;205;;None
58791;1010;BU03071001;870;;None
58792;1020;BU03071001;465;;None
58793;1080;BU03071001;160;;None
58794;1050;BU03071001;80;;None
58795;2012655;BU03071001;130;;None
58796;2012657_2;BU03071001;780;;None
58797;H008673;BU03071001;180;;None
58798;H007119;BU03071001;40;;None
58799;H008751;BU03071001;30;;None
58800;H008766;BU03071001;335;;None
58801;A008187;BU03071001;195;;None
58802;1050010_2;BU03071001;775;;None
58803;1050015;BU03071001;370;;None
58804;1016040;BU03071001;155;;None
58805;1016030;BU03071001;250;;None
58806;M000114;BU03071001;2;;None
58807;M000100;BU03071001;7441;;None
58808;M000297;BU03071001;767;;None
58809;M001642;BU03071001;240;;None
58810;ZW10290;BU03071001;39;;None
58811;ZW10340;BU03071001;61;;None
58812;A028725;BU03071001;96;;None
58813;A028726;BU03071001;4;;None
58814;1014800_1;BU03071001;32;;None
58815;1014850_2;BU03071001;67;;None
58816;A047047;BU03071001;50;;None
58817;A047048;BU03071001;17;;None
58818;A047051;BU03071001;0;;None
58819;ZW25808;BU03071001;92;;None
58820;ZW25807;BU03071001;8;;None
