"","charger_longitude","charger_latitude","highway_dist","highway"
"374",4.8251786,52.2391966,1001,0
"375",4.8252372,52.6644229,777.254416957158,1
"376",4.8252372,52.664423,777.245969638464,1
"377",4.8273701,51.58285,105.23975605196,1
"378",4.828716,52.247631,564.53603856842,1
"379",4.8288792,52.3810327,404.465716538344,1
"380",4.8306418,52.3924174,90.1722058548722,1
"381",4.8317159,51.6305714,1001,0
"382",4.8319713,52.2742106,1001,0
"383",4.8338128,51.5803804,471.73387546547,1
"384",4.8378432,52.686555,192.980983667854,1
"385",4.8390887,52.6496395,1001,0
"386",4.8408779,52.2848659,167.352230975465,1
"387",4.8414759,52.402488,492.671071462927,1
"388",4.8434068,52.3437266,134.708983970367,1
"389",4.8450512,52.4475131,313.365418312903,1
"390",4.8451301,52.3451621,222.079049232804,1
"391",4.8456918,52.3423082,279.730223570754,1
"392",4.8458984,52.3398733,211.118863028869,1
"393",4.8480325,52.3355113,197.580475885046,1
"394",4.8492846,52.3910774,84.2465096306082,1
"395",4.8537908,52.3922713,43.3113630429095,1
"396",4.8550707,52.3450374,630.933251426542,1
"397",4.8572111,51.6121673,67.2548022643841,1
"398",4.8586026,52.3084084,703.670938477595,1
"399",4.8590841,51.5928518,362.200774377285,1
"400",4.862081,52.313825,608.969763851007,1
"401",4.8620856,52.2911006,122.689676820922,1
"402",4.86917,52.302553,94.5509299130721,1
"403",4.869871,51.626573,60.0127817138503,1
"404",4.8701514,51.6267709,31.6462219700566,1
"405",4.8745062,52.3125693,150.84739119089,1
"406",4.8754326,51.688912,86.2363159271534,1
"407",4.8762573,52.3122348,256.526663698604,1
"408",4.881101,52.3214474,757.375115252994,1
"409",4.8828831,52.3058386,687.959759042727,1
"410",4.8863391,52.3349975,214.256619744973,1
"411",4.8864122,52.3276041,741.400163733283,1
"412",4.887499,51.6117066,1001,0
"413",4.888774,52.328102,647.461642874347,1
"414",4.8917448,52.3751201,744.975114797409,1
"415",4.8924781,52.2051871,780.970477127577,1
"416",4.89438,52.37273,805.996377384896,1
"417",4.8950641,52.3693513,590.31154704279,1
"418",4.904311,52.426827,431.108512407663,1
"419",4.9125816,52.4169565,41.1273900744131,1
"420",4.912942,51.554715,52.2669635021525,1
"421",4.918211,52.337109,392.59029072319,1
"422",4.9220701,51.5929659,1001,0
"423",4.923462,52.388965,148.087661354244,1
"424",4.924463,52.327656,210.602643801153,1
"425",4.927293,52.323022,93.4263593284359,1
"426",4.9290756,52.3343836,20.9679208127321,1
"427",4.9308382,51.6312676,906.351821396105,1
"428",4.9317852,52.494481,581.868985499223,1
"429",4.932214,52.3994718,158.70249347139,1
"430",4.9328558,52.4033152,45.2781432211559,1
"431",4.9343426,52.4025927,28.4569482062471,1
"432",4.9366101,51.578113,321.560397316685,1
"433",4.9367917,52.5036982,55.0184548311857,1
"434",4.93745,52.400998,237.52711022892,1
"435",4.9380607,52.3388463,20.2957660652755,1
"436",4.9385996,52.489992,234.302133670161,1
"437",4.940687,51.6351803,1001,0
"438",4.9422468,52.5068865,413.196554743908,1
"439",4.9424303,51.6344768,1001,0
"440",4.9437324,51.659701,1001,0
"441",4.944491,52.365525,723.90956109999,1
"442",4.944561,52.364884,740.577302448188,1
"443",4.945841,51.552735,77.0772458286642,1
"444",4.946377,51.690805,209.275465223368,1
"445",4.948179,52.368747,499.32846191969,1
"446",4.9507123,51.6319333,1001,0
"447",4.9523544,52.4938779,745.704665790677,1
"448",4.956445,51.8424229,347.231965998554,1
"449",4.9589783,52.5098038,1001,0
"450",4.959994,52.2548109,460.321336932242,1
"451",4.96281,51.64418,1001,0
"452",4.967882,52.4942619,1001,0
"453",4.9691486,52.2704229,557.316179444242,1
"454",4.970103,52.2976834,965.742569349547,1
"455",4.9709383,52.3524993,344.026399876795,1
"456",4.972328,52.292535,1001,0
"457",4.9731921,52.3541684,527.824970553153,1
"458",4.973391,52.2392759,64.9727571729141,1
"459",4.9735283,51.8330466,1001,0
"460",4.9761096,52.2678638,834.411378938427,1
"461",4.9775042,52.3631799,384.064949942352,1
"462",4.9788584,51.5701126,626.672145787543,1
"463",4.9791753,51.5739383,586.95706562697,1
"464",4.9881517,51.5706862,1001,0
"465",4.9934872,51.8366348,882.748656335818,1
"466",4.99734,51.5898,1001,0
"467",5.0187612,51.6940473,20.3424307315337,1
"468",5.023398,52.319426,1001,0
"469",5.028913,52.711777,84.3452911888317,1
"470",5.03293,52.4873509,171.99510839138,1
"471",5.0337553,52.0139189,1001,0
"472",5.0338639,52.6480214,85.4650049691742,1
"473",5.035393,51.542563,279.122867452626,1
"474",5.0376085,52.4493006,738.695263819884,1
"475",5.0389792,51.6474848,1001,0
"476",5.0396115,51.6542158,1001,0
"477",5.0416609,51.6495457,1001,0
"478",5.0471254,52.2612267,1001,0
"479",5.047311,52.514838,127.271274633107,1
"480",5.0481774,52.6459528,749.746916495941,1
"481",5.0495127,52.6448938,873.470344472669,1
"482",5.0501939,52.0993403,710.705118276072,1
"483",5.0538999,52.6478589,1001,0
"484",5.0541355,51.5738238,1001,0
"485",5.0545198,52.646363,1001,0
"486",5.0573875,51.5755399,1001,0
"487",5.0575,51.5147,1001,0
"488",5.0588888,52.4954575,1001,0
"489",5.0623853,52.0938798,495.103675926495,1
"490",5.063794,52.0898856,613.124598334466,1
"491",5.0667335,51.6279567,276.297914119622,1
"492",5.0679844,52.6529159,1001,0
"493",5.069535,51.540275,490.19795087275,1
"494",5.0700878,52.1201526,1001,0
"495",5.0710593,52.1209261,1001,0
"496",5.0721339,52.495455,1001,0
"497",5.0728847,52.3278935,612.388549188911,1
"498",5.07644,52.119466,1001,0
"499",5.0779454,52.3201266,134.979376195268,1
"500",5.079265,52.333054,1001,0
"501",5.080725,52.118725,1001,0
"502",5.081255,51.874695,788.479990401545,1
"503",5.0819401,51.9875412,64.3381931784236,1
"504",5.083667,52.321719,67.4296914226647,1
"505",5.0842605,52.3221856,122.87320944828,1
"506",5.0852387,51.9900711,140.923382777266,1
"507",5.086993,52.0475416,1001,0
"508",5.091242,52.006845,935.65421067128,1
"509",5.091795,52.0704629,707.174570778273,1
"510",5.0920548,52.0430637,1001,0
"511",5.0941208,52.0100013,1001,0
"512",5.0951003,51.5510999,1001,0
"513",5.0967604,52.1208955,870.83635046032,1
"514",5.0974259,52.0724019,571.462822075003,1
"515",5.0978519,51.5527813,918.907016510287,1
"516",5.0981238,52.0866107,269.189289163957,1
"517",5.098344,52.0504745,959.399360138657,1
"518",5.0999683,51.694436,153.600270535547,1
"519",5.1018375,52.0818569,83.371377009588,1
"520",5.102868,51.883535,741.327080222529,1
"521",5.103915,52.057509,90.4049731410589,1
"522",5.10469,51.98357,221.338641001782,1
"523",5.105849,52.773806,393.625132429606,1
"524",5.107764,52.0891517,882.603228442349,1
"525",5.1100643,51.5442958,106.750309169603,1
"526",5.1117336,51.5432208,52.6693889816167,1
"527",5.1118898,51.5431883,50.2662711062379,1
"528",5.1132617,51.8817653,966.901059881297,1
"529",5.115087,51.878921,1001,0
"530",5.1156004,52.3236096,744.814033680884,1
"531",5.115897,52.697583,744.476880873479,1
"532",5.1165646,51.5233373,119.935747755615,1
"533",5.1169086,52.1159964,420.237620403469,1
"534",5.1178242,52.0632783,487.907538621615,1
"535",5.1199199,51.518158,105.948475483941,1
"536",5.1222726,52.0499124,612.16912849201,1
"537",5.1239068,52.3225537,269.354679762147,1
"538",5.124628,52.118187,111.673051434237,1
"539",5.1308265,52.0883885,1001,0
"540",5.13573,51.6783326,1001,0
"541",5.137938,51.5753965,437.787672881464,1
"542",5.1438539,52.3415887,921.739670387994,1
"543",5.1439921,52.0415697,243.000232577019,1
"544",5.1443203,52.0495305,67.2952234308277,1
"545",5.1444354,52.2207118,64.2141061156342,1
"546",5.1459545,52.041039,380.603915998811,1
"547",5.1514809,52.7015878,76.5012794048485,1
"548",5.1530049,52.2147672,84.8686556102163,1
"549",5.1534443,52.3464845,1001,0
"550",5.1616347,51.6978604,34.7925899606827,1
"551",5.16504,52.082008,212.096575603447,1
"552",5.1678617,52.2112893,26.0266561614862,1
"553",5.1679048,52.088138,344.036483783736,1
"554",5.1693429,52.261813,481.483966054542,1
"555",5.1711871,52.2651161,256.600949339269,1
"556",5.1712283,52.1081378,645.234994771588,1
"557",5.1763271,52.091279,137.09554662488,1
"558",5.1778158,51.6985738,203.302033003999,1
"559",5.178148,52.345798,185.272712641992,1
"560",5.1792594,52.1035024,27.8778153141078,1
"561",5.1796076,52.3711781,530.78134626696,1
"562",5.1796961,52.3703523,553.483466768574,1
"563",5.1799926,52.061003,142.717014265731,1
"564",5.18344,52.090928,55.4133656876939,1
"565",5.18936,52.380351,333.827366181852,1
"566",5.1907911,52.3628321,1001,0
"567",5.1921767,52.1028668,68.6047837133696,1
"568",5.193922,52.102582,32.2836384624081,1
"569",5.204248,51.689188,454.16460249923,1
"570",5.205139,52.061035,53.4276643154385,1
"571",5.2056741,52.0609537,64.8965600129574,1
"572",5.2073667,52.2467981,19.9796153422176,1
"573",5.2090386,51.657974,1001,0
"574",5.2102474,52.3838917,511.630796483493,1
"575",5.2113097,52.3552163,76.5263021609497,1
"576",5.2152956,52.7467619,1001,0
"577",5.2179715,52.6862043,200.285276803765,1
"578",5.2181795,52.3829416,738.265432983818,1
"579",5.2182689,52.3327606,1001,0
"580",5.2199431,52.3825465,818.497965893746,1
"581",5.2199861,52.0998518,317.730942309785,1
"582",5.221203,52.259277,826.895131568633,1
"583",5.222559,52.3862019,515.11890318805,1
"584",5.2244206,52.3848916,700.163483256268,1
"585",5.2249624,52.3355894,1001,0
"586",5.2278791,52.2472364,688.299534670951,1
"587",5.2280632,52.3858452,719.827352798035,1
"588",5.2283486,52.3467991,704.537704481317,1
"589",5.2300637,52.2356542,101.039140579661,1
"590",5.2304561,52.2357875,100.314676742501,1
"591",5.2324537,52.391116,327.220460895305,1
"592",5.2376694,52.3053838,1001,0
"593",5.240234,52.142305,51.8559358130205,1
"594",5.2416281,52.3810575,1001,0
"595",5.243668,52.379695,1001,0
"596",5.2437632,52.3567209,440.379797303282,1
"597",5.2439699,52.375129,1001,0
"598",5.243984,52.3583601,620.125865084997,1
"599",5.2468111,52.2542933,108.200445799826,1
"600",5.2486601,51.8149153,817.09199484546,1
"601",5.2546881,51.7963292,126.013023592611,1
"602",5.2553276,51.7965682,120.148714804778,1
"603",5.2559417,52.264341,97.1761506241483,1
"604",5.2569343,51.7979976,83.1708392186466,1
"605",5.2573881,52.0639074,290.430330981666,1
"606",5.2628617,52.7181146,1001,0
"607",5.264509,51.888989,1001,0
"608",5.2650772,51.757296,1001,0
"609",5.2686519,51.6929147,363.78233907183,1
"610",5.2694469,51.7508171,1001,0
"611",5.27027,52.17612,157.914754273737,1
"612",5.2774208,52.221139,268.928935892669,1
"613",5.2780458,51.6930459,739.460632577248,1
"614",5.2786515,51.6396115,1001,0
"615",5.2789766,52.0485224,452.119393528493,1
"616",5.2798591,52.0536758,34.9955700986203,1
"617",5.2829309,52.3940741,1001,0
"618",5.2854435,52.1206416,284.323674765896,1
"619",5.2873117,52.3469031,1001,0
"620",5.2874971,52.6998305,813.398216249287,1
"621",5.287629,52.220144,274.092730432519,1
"622",5.29075,51.61143,1001,0
"623",5.29075,51.6534,404.961969168396,1
"624",5.291895,52.207484,1001,0
"625",5.2943446,52.2152222,581.598078034033,1
"626",5.294598,51.500435,91.1190896134917,1
"627",5.2961185,51.8762608,262.713423242711,1
"628",5.30264,51.690701,1001,0
