"x"
1
1
2
7
6
2
6
2
3
6
4
2
5
6
1
5
5
0
5
0
5
7
5
7
6
5
5
5
1
1
0
0
0
1
0
0
2
2
2
2
2
2
1
1
2
2
2
2
2
2
2
0
2
1
2
2
2
2
0
0
1
1
0
2
0
5
0
0
6
0
0
7
1
0
8
0
10
0
0
12
10
7
0
2
5
10
0
1
10
6
3
9
9
0
7
1
4
7
9
14
0
10
2
6
4
0
0
0
5
6
5
0
10
0
1
5
8
0
6
7
0
0
8
0
3
1
1
4
0
7
10
1
0
1
10
2
3
10
0
1
1
8
8
0
13
8
0
0
0
10
0
0
0
0
9
9
0
8
11
10
0
2
1
1
0
1
0
0
1
2
6
2
6
6
0
5
0
7
3
1
0
0
5
0
5
0
7
1
7
0
0
5
0
0
4
1
3
2
0
7
0
0
2
6
2
1
5
1
0
1
0
0
1
5
3
4
5
4
3
3
2
2
3
0
3
3
0
0
0
1
3
3
2
0
2
3
3
4
1
0
1
0
2
4
2
1
5
3
2
2
4
0
0
2
0
2
3
1
0
0
3
0
1
4
0
0
0
2
1
2
2
0
3
1
4
0
4
2
1
0
4
4
2
2
2
2
4
3
1
0
4
1
0
1
3
4
1
5
5
0
1
0
5
0
2
0
5
0
0
0
2
0
1
0
2
0
0
0
0
1
0
2
0
1
1
1
0
0
2
6
2
1
2
0
0
5
0
1
6
1
2
0
4
2
4
1
1
6
6
3
3
4
0
4
0
8
4
3
0
3
1
8
1
1
1
0
1
1
0
1
5
0
7
8
1
8
2
2
4
10
9
9
8
0
0
9
8
0
0
0
1
8
9
8
0
9
0
8
9
10
5
2
0
9
8
7
8
6
0
2
2
4
4
3
0
0
0
0
1
1
0
0
0
6
0
1
0
4
0
0
1
1
2
1
0
1
0
4
0
1
1
3
1
3
1
6
0
2
0
1
3
4
0
0
4
0
4
0
4
2
3
3
2
2
0
0
0
0
3
3
1
1
0
0
0
2
2
3
3
2
4
3
3
3
4
5
9
7
3
10
3
6
11
3
7
4
2
7
3
6
11
9
9
6
7
13
5
5
12
8
8
8
6
6
