"","charger_latitude","charger_longitude","origin","highway_dist","highway"
"429",52.2914434,4.6851261,"Chargers",1001,0
"430",51.900661,4.3270066,"Chargers",1001,0
"431",52.0002007,4.4853011,"Chargers",1001,0
"432",52.4318402,4.6599135,"Chargers",769.624998665928,1
"433",52.4515839,4.81688,"Chargers",84.3238882870976,1
"434",52.4379451,4.8220768,"Chargers",416.226746045387,1
"435",52.4611042,4.8175896,"Chargers",108.753533497035,1
"436",52.4827634,5.5058492,"Chargers",97.0622824959673,1
"437",52.3469031,5.2873117,"Chargers",1001,0
"438",52.2680925,5.5330504,"Chargers",101.076867613284,1
"439",52.2112893,5.1678617,"Chargers",26.0266561614862,1
"440",52.2147672,5.1530049,"Chargers",84.8686556102163,1
"441",52.2207118,5.1444354,"Chargers",64.2141061156342,1
"442",51.77377,4.6521956,"Chargers",123.941555231852,1
"443",51.7736329,4.642086,"Chargers",103.702468743724,1
"444",51.7821509,4.6705255,"Chargers",253.596317816014,1
"445",51.7869104,4.6788732,"Chargers",569.712664969754,1
"446",51.794326,4.663634,"Chargers",744.186284522245,1
"447",51.8286303,4.7402498,"Chargers",302.123481610888,1
"448",51.8004121,4.7193594,"Chargers",1001,0
"449",51.9562222,4.2447868,"Chargers",873.295151991651,1
"450",52.4493006,5.0376085,"Chargers",738.695263819884,1
"451",52.7242023,6.8834278,"Chargers",167.51134275717,1
"452",52.7301813,6.9055692,"Chargers",996.733539800454,1
"453",52.4882599,6.09577,"Chargers",1001,0
"454",52.637622,6.20723,"Chargers",226.930734298965,1
"455",52.6473,6.20905,"Chargers",488.424153445626,1
"456",52.6356269,6.2099454,"Chargers",378.901924077564,1
"457",52.740903,6.081611,"Chargers",304.398371951472,1
"458",52.299742,6.498713,"Chargers",574.44202317018,1
"459",52.3014154,6.5010896,"Chargers",486.992508862194,1
"460",52.8841904,4.7550968,"Chargers",1001,0
"461",52.8845976,4.7327867,"Chargers",1001,0
"462",51.4077457,5.5594026,"Chargers",142.174297616759,1
"463",51.4217169,5.5563045,"Chargers",1001,0
"464",51.418493,5.5604761,"Chargers",1001,0
"465",51.4256987,5.5572107,"Chargers",1001,0
"466",51.4198499,5.561721,"Chargers",1001,0
"467",51.4044239,5.8108406,"Chargers",39.6435950702992,1
"468",51.326318,6.178172,"Chargers",639.100182854758,1
"469",51.3290179,6.1953948,"Chargers",428.591697030468,1
"470",51.307102,6.146645,"Chargers",1001,0
"471",51.3420871,6.1379581,"Chargers",1001,0
"472",51.3371191,6.152905,"Chargers",111.517254540617,1
"473",51.192907,5.722214,"Chargers",145.462676145419,1
"474",51.6396115,5.2786515,"Chargers",1001,0
"475",51.6788873,5.3268954,"Chargers",355.331551606171,1
"476",51.6670792,5.3757823,"Chargers",990.665154898229,1
"477",51.6786641,5.3270255,"Chargers",329.344145925213,1
"478",51.61143,5.29075,"Chargers",1001,0
"479",51.5876746,5.3337628,"Chargers",1001,0
"480",51.461879,5.411239,"Chargers",178.73412109112,1
"481",51.476969,5.4883521,"Chargers",27.3119740816907,1
"482",51.470578,5.4863139,"Chargers",74.9232260424368,1
"483",51.468472,5.471227,"Chargers",1001,0
"484",51.4691481,5.4777075,"Chargers",610.230067264757,1
"485",51.5066734,6.0207558,"Chargers",47.2683221875099,1
"486",51.578113,4.9366101,"Chargers",321.560397315107,1
