"x"
6
1
2
9
3
3
5
3
6
2
3
0
7
6
4
9
5
6
25
35
11
11
1
1
9
19
16
12
18
2
1
8
2
3
10
10
10
5
15
8
1
6
8
9
8
16
9
8
2
5
11
12
4
5
9
8
19
7
18
5
12
2
6
10
9
10
3
6
3
5
13
3
9
5
9
5
6
6
4
5
13
13
1
1
6
4
1
8
3
4
11
0
5
4
6
11
10
13
13
16
8
9
2
9
1
2
6
3
2
8
0
10
5
2
9
7
16
16
11
13
4
7
1
0
5
13
6
0
1
0
0
2
2
2
3
3
4
5
2
3
3
5
4
4
10
10
10
3
2
7
3
8
6
2
3
6
8
8
4
3
1
4
6
4
1
2
5
1
2
2
0
4
5
10
4
9
12
3
6
1
4
3
2
2
3
3
2
3
1
0
2
6
9
7
8
6
10
6
1
11
4
11
10
0
10
8
8
13
2
10
13
11
8
3
4
7
8
3
4
3
8
3
3
11
3
1
6
1
6
5
6
1
0
6
11
10
8
1
10
4
11
6
10
3
5
1
4
0
1
1
2
2
11
7
6
17
3
6
1
4
8
13
19
17
8
8
18
18
2
11
10
7
2
0
0
1
7
8
9
12
11
10
12
5
7
32
32
9
29
10
16
9
11
5
13
11
10
1
2
8
10
0
1
5
13
13
6
4
8
10
1
3
10
4
0
0
2
8
6
9
8
6
0
1
2
1
3
7
0
5
0
0
4
5
0
5
5
5
5
4
2
11
6
14
9
15
1
4
1
5
6
6
0
1
0
3
3
3
9
5
14
7
1
8
9
11
4
1
0
0
0
0
0
2
1
7
1
6
22
15
10
5
2
7
11
8
3
11
0
5
6
0
0
17
13
14
5
3
4
3
10
13
10
3
8
4
10
9
11
2
5
4
1
8
5
9
6
10
9
0
0
14
5
9
6
13
0
11
4
14
18
9
5
10
2
1
0
5
9
8
3
7
11
10
3
9
8
2
12
1
0
4
4
2
4
0
3
3
0
1
3
16
8
12
12
0
0
5
4
2
15
10
8
10
7
9
1
11
6
4
4
1
3
2
15
20
9
9
5
2
8
1
1
7
0
6
6
6
0
2
0
1
5
2
0
2
8
16
11
23
9
5
9
10
4
8
1
0
1
4
4
10
4
0
6
3
11
6
2
7
6
12
5
4
1
1
3
8
4
5
2
13
5
7
5
10
9
4
1
5
4
4
9
12
6
19
11
6
14
12
6
2
4
7
9
11
2
11
3
8
5
11
11
10
17
10
13
3
0
4
2
4
6
5
7
3
9
6
14
5
5
5
4
2
4
1
5
5
8
10
9
8
1
3
5
6
2
2
6
1
4
7
0
1
9
1
1
1
3
5
0
5
3
1
7
8
1
2
2
0
0
9
10
12
16
16
17
3
5
3
1
10
8
3
4
3
3
3
2
0
12
4
3
1
17
6
7
13
10
12
1
10
10
10
0
7
7
0
9
8
5
9
4
8
5
5
2
10
14
2
9
4
13
4
6
8
9
5
4
3
2
3
0
5
2
2
6
4
10
11
16
16
8
12
8
5
9
1
0
1
1
0
3
1
0
5
5
0
9
7
5
9
3
0
2
1
1
5
4
1
7
0
12
11
3
0
0
8
8
6
5
4
4
0
3
8
12
2
7
5
2
6
2
6
4
6
0
1
0
0
9
13
9
13
6
9
3
0
7
19
14
13
16
16
12
7
2
3
6
0
2
1
2
1
2
5
16
4
18
19
13
1
2
1
7
11
4
4
9
2
9
9
6
5
10
6
0
2
3
8
6
8
10
6
2
1
0
5
4
6
5
7
5
1
6
4
5
3
0
7
0
8
1
1
1
1
7
1
11
3
7
27
17
7
11
11
6
8
9
8
6
3
1
2
2
2
10
13
6
0
3
3
3
10
2
5
6
1
2
5
4
15
6
21
13
2
3
11
1
2
3
3
10
17
6
0
6
12
4
0
1
2
1
5
1
4
3
3
4
3
5
3
6
7
6
4
0
4
1
1
3
1
5
4
14
2
1
3
1
8
2
2
0
3
3
13
1
1
7
6
3
4
9
3
9
12
2
3
2
1
7
2
5
7
3
11
4
9
6
3
20
2
3
12
3
2
1
2
2
5
15
16
3
4
2
1
0
10
2
5
7
2
4
10
1
1
4
3
1
1
2
2
3
0
2
1
1
2
2
8
4
4
6
5
7
4
0
3
3
0
2
0
4
5
4
5
0
4
8
6
0
4
4
15
12
10
5
11
10
16
26
6
11
2
8
3
13
10
13
1
0
0
1
4
9
2
0
0
2
10
1
7
6
8
0
1
0
1
11
6
1
4
13
4
11
0
0
2
2
2
2
6
4
4
5
3
4
9
2
6
1
12
12
10
4
5
4
0
5
14
5
7
6
5
7
11
5
1
1
2
7
8
3
7
5
7
6
9
6
10
8
5
9
8
7
3
2
1
10
6
7
5
11
4
5
13
6
13
14
1
0
2
6
6
12
2
2
5
8
3
0
3
5
3
5
3
13
15
5
15
7
2
7
6
4
7
2
5
15
13
14
11
4
2
3
0
7
3
8
3
4
3
7
0
4
2
4
10
17
10
7
16
5
2
17
11
2
7
2
2
2
5
10
14
3
1
7
6
6
10
4
5
6
2
1
5
1
0
10
5
7
12
2
1
4
7
3
8
9
10
2
5
3
0
1
4
0
0
7
6
11
5
2
8
6
16
0
8
4
4
3
5
4
6
2
5
4
4
5
1
6
10
2
10
2
6
9
2
8
0
1
3
2
12
11
4
0
5
9
5
7
12
12
3
8
6
8
1
1
0
0
3
4
3
4
5
3
0
13
0
