charger_longitude;charger_latitude;Rating;atm;bakery;bar;bicycle_parking;books;cafe;clothes;doctors;fast_food;hairdresser;parking;pharmacy;playground;pub;restaurant;school;sports_centre;supermarket
4.4541128;51.8686246;4.5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
4.45499279999999;51.9552002999999;5;0;0;0;2;0;0;0;1;1;0;1;1;2;0;2;2;0;0
4.4598536;51.8625976;4.4;1;1;0;2;0;1;0;0;0;1;0;0;1;0;0;1;1;1
4.4603261;51.8624656;3.7;1;1;0;2;0;1;0;0;1;1;0;0;1;0;0;1;1;1
4.4670591;51.9805962;5;0;0;0;5;0;0;0;0;0;1;3;0;7;0;1;2;0;1
4.4705325;51.9638265;1;1;1;0;2;1;1;0;1;2;0;1;2;1;1;3;0;0;2
4.4713854;51.9204634;5;18;18;33;22;8;67;179;1;63;36;16;5;9;31;192;12;4;20
4.47367129999999;51.8570066;5;1;1;0;6;0;0;0;0;1;1;0;0;1;0;0;1;1;1
4.480962;51.92136;1;18;21;41;7;8;74;180;2;78;38;19;5;4;33;261;9;4;23
4.4821379;51.9140421;3;12;16;30;5;9;55;144;0;60;33;16;3;3;27;210;5;1;10
4.48383;51.9194699;4.5;14;17;40;5;7;68;175;1;75;34;19;4;4;33;251;7;2;20
4.4853011;52.0002007;5;2;4;1;9;2;3;24;1;4;9;0;2;13;2;18;7;1;4
4.4872628;51.8930787;2;5;10;4;4;4;20;41;1;32;23;6;5;1;8;47;7;3;9
4.4908055;52.0503452;2;2;3;0;4;3;6;11;1;22;19;8;1;19;2;22;0;3;3
4.49490189999999;51.9244123999999;3;8;9;24;7;3;34;24;2;39;18;10;3;2;20;120;4;2;16
4.49699729999999;51.8755833;4;2;3;0;7;2;1;2;0;7;6;2;2;2;2;3;1;6;6
4.49806209999999;52.0516107;3;2;4;0;7;3;6;11;1;24;19;8;1;19;3;23;3;5;5
4.4986991;51.8465032999999;5;2;1;0;10;0;0;8;0;9;4;0;1;5;0;9;2;2;2
4.499134;51.8896326;1;5;8;3;7;2;11;41;1;34;19;6;6;2;8;31;9;5;7
4.5065212;51.8449585;1;2;1;0;6;0;0;8;0;9;4;1;1;5;0;9;1;1;2
4.5155242;51.9174055;2;3;1;1;4;3;8;7;1;10;6;1;2;1;3;20;0;1;7
4.5252359;52.0696836;3;2;2;0;0;1;0;2;0;9;9;2;2;25;2;0;3;2;3
4.52567999999999;51.91815;5;2;1;1;2;1;5;0;0;5;1;1;0;1;1;16;0;1;2
4.52920759999999;51.5488332;4.5;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
4.53034969999999;51.5477014;4.5;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
4.530808;51.89458;2.3;0;0;1;3;0;0;0;0;4;0;1;0;1;1;9;0;2;0
4.53289259999999;52.3707534;5;4;2;5;0;1;20;22;0;18;9;2;2;4;12;36;2;0;3
4.5332162;51.583077;5;4;2;0;4;1;0;5;1;2;3;1;1;2;0;3;0;3;4
4.533435;51.591294;4;4;3;0;4;1;1;5;1;2;3;1;1;5;1;5;0;0;5
4.5340601;52.3766697;1;4;2;4;1;1;21;22;0;19;9;1;2;5;12;41;2;1;3
4.5342041;51.9652465;4;0;2;0;0;0;1;0;0;0;1;2;3;0;1;1;2;0;3
4.5345945;51.9591846;1;0;2;0;0;0;0;0;0;0;1;1;3;0;1;1;3;1;4
4.53467699999999;51.877887;1;0;2;1;24;1;0;2;1;8;3;0;3;0;2;4;2;3;2
4.5372489;52.3782901;5;4;2;4;1;1;16;22;0;19;7;1;2;5;13;39;2;1;4
4.53820019999999;52.0079004;5;0;3;0;3;1;0;5;0;3;3;2;2;1;0;4;0;0;2
4.538822;52.3938906;5;0;0;0;1;0;2;0;0;2;0;0;0;0;0;2;0;0;0
4.5394439;52.039855;4;0;0;0;0;0;1;0;0;3;0;0;0;0;0;2;0;0;0
4.5421131;51.8919469;1;0;2;1;7;0;0;0;1;4;4;2;1;4;1;2;2;1;5
4.5422022;52.0747055999999;3;0;0;0;0;0;1;0;0;0;1;0;0;3;0;0;5;0;1
4.545472;51.593502;5;0;0;0;1;0;0;1;1;0;0;0;0;2;0;0;0;0;2
4.5542539;51.9333361;5;3;3;0;0;1;0;0;1;2;4;0;3;1;0;5;9;2;4
4.554378;52.417709;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4.5563521;51.8769193;1;0;1;0;1;0;0;1;2;3;2;0;1;1;0;2;0;4;2
4.5599165;51.9248098;1;2;2;0;4;0;0;0;1;6;3;0;1;4;0;0;3;0;3
4.5882965;51.9849112;5;0;1;0;10;0;0;0;0;0;1;0;1;0;0;2;3;0;2
4.589458;52.3163791;5;1;2;0;0;0;1;0;0;1;3;0;1;1;1;5;0;0;1
4.59043439999999;51.9861961999999;4;0;1;0;4;0;0;0;0;0;1;0;1;0;0;2;0;0;2
4.59052399999999;51.8781399999999;4;0;0;0;7;0;1;0;1;1;1;3;1;1;0;1;4;4;1
4.5927393;51.9847055;5;0;1;0;4;0;0;0;0;0;1;0;1;0;0;2;3;0;2
4.5927609;52.3954612;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0
4.59323829999999;51.9858172;5;0;1;0;4;0;0;0;0;0;1;0;1;0;0;0;0;0;2
4.5936007;52.4956001;3;0;0;0;0;0;4;0;0;2;1;0;0;0;2;10;1;0;1
4.6008575;51.8629629;5;0;4;0;4;2;1;4;2;0;0;6;2;5;0;3;2;0;5
4.610088;51.81895;5;1;1;0;0;0;0;0;1;2;0;0;1;3;0;2;2;1;2
4.610697;51.8197789;2;1;1;0;0;0;0;0;1;2;0;2;1;3;0;2;2;2;2
4.61354629999999;51.8310561;3;0;0;0;0;0;0;0;0;1;0;5;0;1;0;0;0;2;0
4.6180898;51.8348464;4;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;1;0
4.619548;52.335656;5;0;1;0;2;0;3;1;0;1;2;2;0;0;0;2;0;1;1
4.62000799999999;51.836003;4.5;0;0;0;0;0;0;0;0;1;0;4;0;0;0;1;0;1;0
4.627065;52.340807;1;0;1;0;8;0;5;3;0;3;3;0;1;2;1;10;0;1;0
4.6272072;52.3593845;5;1;3;0;4;2;3;23;1;7;5;0;2;3;1;4;0;2;3
4.6272186;52.4564284999999;4;2;0;0;9;1;2;0;0;1;0;0;0;1;0;2;9;1;2
4.62931539999999;52.3764119999999;5;2;11;8;62;7;48;131;5;32;29;10;4;2;36;104;3;0;11
4.632123;52.2747391;4;1;1;0;5;2;0;1;1;3;3;2;2;15;0;2;0;1;2
4.63388;51.567718;3;2;7;0;39;2;7;39;0;8;10;4;2;4;6;23;2;1;5
4.6344694;52.3863707999999;1;7;13;7;61;11;44;120;6;35;30;4;3;1;33;103;4;1;10
4.6358483;52.4779197;5;0;0;0;0;0;0;0;0;0;1;1;1;0;0;2;0;0;1
4.6409562;52.4329956;5;1;3;0;0;2;4;5;1;1;2;0;1;0;0;9;0;2;1
4.642086;51.7736329;5;0;0;0;0;0;0;0;0;1;0;4;0;1;0;1;0;0;0
4.6421568;52.3772592;4;5;12;8;36;8;48;135;3;35;31;5;3;1;31;108;3;0;12
4.64336599999999;52.3768746999999;4;4;12;8;34;8;46;133;3;33;30;5;3;1;29;102;2;0;11
4.6434375;52.3640072;5;1;4;0;15;1;3;6;0;1;5;0;0;4;0;3;0;5;8
4.6459212;52.3827552;1;8;9;7;29;7;37;110;3;37;27;4;3;0;28;101;3;2;9
4.6482402;52.028147;5;0;0;0;2;0;0;0;1;1;0;1;0;1;0;1;2;0;0
4.64858869999999;52.3139763;5;0;1;0;10;0;0;3;1;3;2;0;1;32;0;2;3;0;2
4.649789;52.319643;3;0;1;0;9;0;0;2;2;2;1;0;1;20;0;0;0;0;2
4.651282;52.528661;5;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
4.6518457;52.4316763;5;2;5;0;0;3;4;7;1;3;5;0;1;2;0;9;0;3;3
4.6521956;51.77377;3;0;0;0;0;0;0;0;0;1;0;4;0;2;0;0;0;1;0
4.6522194;52.4160184;5;1;1;0;0;1;0;0;0;7;2;0;1;1;1;8;2;0;4
4.65234399999999;52.366516;5;2;4;0;14;1;3;6;0;4;5;2;0;6;0;3;2;4;9
4.6526786;52.6186469;4;1;1;0;1;0;0;0;0;2;0;4;0;0;1;4;0;0;1
4.6547314;52.0452072999999;5;0;2;0;1;1;2;11;0;13;9;5;2;5;2;10;4;0;6
4.6553841;52.4384394;5;1;3;0;0;1;3;2;0;2;3;0;0;1;0;3;0;0;3
4.6560478;52.3591738;1;3;5;0;20;1;3;6;0;6;8;8;1;5;0;4;4;7;9
4.6562899;52.6202863;4;1;1;0;1;0;0;0;0;2;0;3;0;0;1;3;0;0;1
4.657108;51.813498;5;2;3;4;6;8;12;28;0;12;6;7;2;0;6;40;7;0;5
4.6571452;52.3229568999999;4;0;1;0;10;0;0;2;1;2;1;0;1;20;0;1;0;0;2
4.65755;52.4757186999999;4;0;5;6;2;2;9;25;2;18;11;2;2;1;4;19;0;1;5
4.6585055;52.4295035;5;2;3;0;0;3;2;7;0;3;4;0;0;2;0;6;0;1;2
4.6599135;52.4318402;5;1;2;0;0;1;0;3;0;2;3;0;0;2;0;1;0;1;2
4.6603061;52.4769464;5;2;7;6;2;2;13;26;2;20;13;1;1;1;4;20;0;1;7
4.66166189999999;52.3851339;4.4;2;2;0;4;0;3;1;0;3;2;1;0;1;1;5;1;1;3
4.6617468;51.8154690999999;3;4;2;3;5;9;11;28;0;12;6;8;2;0;7;46;7;0;5
4.66195419999999;52.4302889;5;1;2;0;0;1;0;2;0;2;3;0;0;2;0;2;0;1;2
4.6629364;52.4300565;5;1;2;0;0;1;0;2;0;2;3;0;0;2;0;2;0;1;2
4.662954;51.868236;5;3;2;1;1;1;3;14;1;3;4;0;1;7;0;4;0;0;4
4.663634;51.794326;4;4;2;0;3;0;0;1;6;2;5;2;3;3;0;6;15;6;6
4.6638769;52.5086826999999;1;1;6;0;1;2;6;18;2;9;11;0;1;0;4;10;5;2;7
4.6642342;52.4321231;5;1;2;0;0;1;0;2;0;2;3;0;0;2;0;1;0;0;2
4.6644854;52.4314458;5;1;2;0;0;1;0;2;0;2;3;0;0;2;0;2;0;0;2
4.6656542;52.4274087999999;5;1;2;0;0;1;0;2;0;2;3;0;0;1;0;2;0;0;2
4.6665515;52.4831917;5;3;7;7;1;2;15;26;2;22;14;0;1;1;7;19;2;2;8
4.66789;51.572472;3;0;0;0;2;0;0;0;0;1;0;1;0;0;0;1;1;3;0
4.6695719;52.385988;5;2;0;0;2;0;3;0;0;1;0;0;0;1;0;4;0;1;1
4.6705255;51.7821509;4;2;1;0;4;1;1;5;3;3;2;7;2;5;0;2;12;1;3
4.6722071;51.8662467;5;1;0;1;1;1;0;6;1;2;4;0;1;4;0;3;0;0;3
4.67248;51.8556529;1;0;0;0;2;0;0;0;0;0;1;1;0;1;0;0;0;0;0
4.67802;52.409506;5;0;0;0;1;0;2;0;0;0;1;1;0;1;2;3;0;1;1
4.6788732;51.7869104;1;2;1;0;9;2;1;5;5;1;1;8;4;3;0;3;12;6;2
4.6798253;51.8507377;4.3;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0
4.67989599999999;52.517593;2;1;5;0;1;1;1;9;1;3;6;0;2;0;2;4;5;1;1
4.6802651;51.8499717;5;0;0;0;1;0;0;0;0;0;0;6;0;0;0;0;0;0;0
4.6819582;52.3454428;2;0;1;0;1;0;0;0;1;0;2;2;1;6;0;4;0;0;1
4.68259699999999;51.8276155;4;0;2;0;1;2;2;19;0;5;5;6;2;3;1;7;1;1;3
4.6836266;52.5217117;3;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;4;1;0
