"x"
20
4
9
28
20
11
13
16
14
3
9
1
22
14
13
28
29
17
59
59
44
41
15
19
36
43
45
38
44
16
9
26
14
5
34
35
28
34
39
24
11
22
40
22
30
36
28
32
14
16
35
31
16
14
40
42
44
45
35
20
26
10
21
33
31
38
20
24
10
11
44
6
29
27
33
22
22
26
17
13
41
28
9
8
18
17
19
20
23
12
22
6
10
13
10
32
31
31
25
22
22
33
13
17
8
14
12
12
17
20
10
28
20
14
25
18
22
22
22
22
20
23
7
0
21
22
15
1
2
0
6
8
8
5
16
6
14
12
14
14
7
17
14
12
23
41
20
13
6
28
19
21
17
14
9
19
19
17
16
19
7
16
19
12
2
4
9
2
9
10
8
32
22
29
6
18
23
7
23
13
10
10
3
7
10
7
9
4
5
3
12
15
21
24
14
31
31
8
4
26
25
36
31
8
25
25
29
39
10
26
47
31
32
5
10
10
35
7
13
11
30
12
12
23
3
6
10
2
14
9
24
13
3
15
37
40
28
12
19
7
34
26
33
7
10
1
21
8
14
7
6
10
23
18
25
49
17
18
5
5
16
31
34
38
44
23
45
44
4
35
33
16
7
0
1
5
30
25
26
25
28
26
23
17
15
72
69
64
73
48
61
24
42
23
51
32
59
13
6
18
20
0
2
21
31
31
14
11
20
22
1
23
16
4
2
0
3
34
19
28
42
20
2
1
5
1
10
9
0
18
0
0
12
15
10
11
14
15
24
11
8
17
14
70
37
54
1
5
1
5
13
13
2
3
0
3
3
3
46
28
54
21
2
17
17
30
10
1
3
2
5
1
5
8
5
19
17
23
44
54
53
9
28
21
14
17
12
14
7
11
23
2
1
28
33
18
16
14
20
19
42
24
32
14
23
14
16
19
28
6
11
11
4
26
8
34
10
31
21
0
4
23
20
19
18
19
1
31
33
48
42
29
23
20
11
2
1
20
28
23
12
15
29
26
8
22
18
7
27
2
3
13
7
7
7
2
5
10
6
9
7
32
33
33
34
0
0
20
9
4
23
27
20
27
8
32
9
31
30
11
13
2
12
6
33
36
23
23
22
8
10
10
15
23
0
24
19
18
1
15
1
5
12
3
3
2
28
47
39
40
29
7
35
28
14
19
7
10
9
10
16
19
9
6
18
16
21
22
13
8
18
28
18
4
6
3
17
22
11
25
10
31
34
14
10
13
29
23
6
11
10
10
32
40
34
47
28
34
39
45
23
23
9
28
27
33
5
25
17
21
21
27
28
29
25
32
26
11
2
21
14
17
11
13
20
23
19
18
34
10
15
15
7
3
17
3
15
19
22
23
24
13
3
13
17
20
2
2
31
5
15
20
2
7
21
4
1
2
15
9
2
16
7
11
17
15
7
6
5
2
2
17
47
35
47
57
60
24
33
19
6
30
30
17
12
13
7
13
13
5
22
21
19
14
27
9
15
26
14
21
19
15
17
14
0
19
16
2
17
9
9
17
16
17
17
8
32
30
37
12
20
15
28
15
6
22
24
24
10
16
3
16
12
12
3
4
13
14
33
33
28
29
19
26
21
31
31
5
1
1
3
0
5
2
0
26
25
23
20
8
18
26
9
1
7
2
8
14
14
7
15
0
25
24
4
1
4
9
25
20
18
12
12
8
22
18
19
9
10
9
3
10
7
9
16
10
0
1
8
5
33
35
32
31
14
19
14
2
18
36
27
40
39
33
34
20
5
10
24
0
7
1
10
7
6
26
58
28
50
57
58
4
6
3
15
31
10
10
27
15
29
16
27
14
22
21
5
4
14
19
18
33
29
8
5
1
0
14
13
12
8
11
8
18
20
15
11
10
3
11
3
15
3
1
1
1
14
16
33
21
19
53
52
19
40
34
17
18
21
12
13
12
7
4
13
9
22
27
18
0
7
10
7
27
21
17
18
1
12
7
10
57
21
41
37
20
21
30
3
4
6
5
28
36
22
0
25
36
6
0
6
5
1
13
1
6
13
14
16
3
15
7
22
18
14
17
1
6
5
4
20
1
23
15
39
18
3
9
6
17
8
7
3
3
3
35
6
5
13
13
12
14
24
19
15
26
3
3
3
3
28
5
21
13
16
27
10
25
24
6
47
14
9
31
12
11
1
3
3
13
39
37
17
28
9
1
6
32
3
12
22
27
14
18
7
2
5
8
5
5
2
2
30
0
3
3
2
8
2
49
23
9
27
17
10
14
3
21
9
4
7
0
11
22
16
20
0
7
20
11
2
7
7
38
34
21
10
15
22
44
52
39
30
10
16
14
22
20
20
2
3
1
1
17
36
4
0
6
3
36
13
20
30
26
0
3
2
3
25
28
5
24
25
20
24
0
2
5
4
2
2
10
8
23
29
16
11
22
18
15
9
19
20
21
10
9
9
8
12
21
18
22
23
14
11
29
29
4
1
3
21
23
12
22
14
21
26
13
14
19
13
19
13
12
16
16
3
5
18
16
17
15
20
17
18
22
22
32
39
1
13
8
23
19
31
6
4
22
20
8
2
15
8
16
19
9
28
27
20
35
16
9
12
13
18
21
17
20
33
28
54
39
15
6
7
1
16
16
36
12
17
13
18
3
5
6
27
38
33
24
20
33
10
27
34
29
24
21
21
14
9
20
20
19
11
15
31
16
10
27
7
7
24
10
8
15
1
14
29
18
18
27
22
7
12
10
22
23
22
30
5
12
10
2
4
14
2
8
28
26
24
14
7
23
20
28
2
26
12
17
29
25
15
20
12
12
9
6
7
12
10
23
8
25
7
19
16
7
9
10
10
11
7
25
28
15
0
11
12
28
28
33
28
19
25
18
16
7
3
3
7
10
7
12
15
14
13
4
44
0
